project_id,publication_date,parsed_project_id,mw,poi_str,n_facilities_stated,n_findings_parsed,n_fid_resolved,total_cost_usd,n_queue_ahead,warnings,template
Q18-1125,2020-04-01,Q18-1125,99.7,,,0,0,0.0,,,C
Q19-1134,2020-03-29,Q19-1134,309.7,,1.0,1,1,1988000.0,414.0,,A
Q19-1147,2020-04-01,Q19-1147,723.1,,,0,0,0.0,,,A
Q19-1156,2020-04-02,Q19-1156,111.6,,5.0,5,5,801000.0,434.0,,A
Q19-1179,2020-03-15,Q19-1179,21.2,,16.0,16,16,90594000.0,,,C
Q19-1206,2020-03-24,Q19-1206,93.6,,5.0,5,5,37295000.0,,,B
Q18-0961,2020-05-03,Q18-0961,185.8,,10.0,10,10,101673000.0,,,A
Q18-0962,2020-04-28,Q18-0962,67.6,,10.0,10,10,73203000.0,,,A
Q18-0964,2020-04-26,Q18-0964,124.2,,2.0,2,2,16799000.0,264.0,,B
Q18-0969,2020-05-01,Q18-0969,77.6,,,0,0,0.0,,,B
Q18-0994,2020-04-29,Q18-0994,830.9,,14.0,14,13,27731000.0,,,B
Q18-1011,2020-04-29,Q18-1011,53.3,,4.0,4,4,1432000.0,297.0,,C
Q18-1028,2020-05-02,Q18-1028,175.2,,6.0,6,6,1030000.0,313.0,,A
Q18-1050,2020-04-25,Q18-1050,250.4,,9.0,9,9,9331000.0,,,A
Q18-1127,2020-04-29,Q18-1127,114.8,,25.0,25,25,168989000.0,,,B
Q19-1152,2020-04-27,Q19-1152,102.9,,,0,0,0.0,422.0,,A
Q19-1167,2020-04-17,Q19-1167,72.7,,3.0,3,3,1766000.0,438.0,,A
Q19-1182,2020-05-03,Q19-1182,111.9,,2.0,2,2,206000.0,452.0,,A
Q19-1189,2020-04-28,Q19-1189,121.7,,,0,0,0.0,459.0,,B
Q19-1194,2020-05-02,Q19-1194,36.2,,4.0,4,4,459000.0,463.0,,A
Q19-1212,2020-04-26,Q19-1212,332.7,,7.0,7,7,7395000.0,481.0,,A
Q18-1010,2020-05-17,Q18-1010,172.5,,1.0,1,1,929000.0,286.0,,B
Q18-1036,2020-05-26,Q18-1036,48.8,,,0,0,0.0,310.0,,B
Q18-1045,2020-05-27,Q18-1045,31.0,,,0,0,0.0,318.0,,A
Q18-1067,2020-05-23,Q18-1067,305.6,,13.0,13,13,23569000.0,336.0,,A
Q18-1070,2020-05-25,Q18-1070,340.6,,3.0,3,3,5886000.0,,,B
Q18-1086,2020-05-23,Q18-1086,87.8,,16.0,16,16,102925000.0,354.0,,B
Q18-1100,2020-05-21,Q18-1100,92.8,,,0,0,0.0,364.0,,A
Q18-1107,2020-05-17,Q18-1107,129.1,,8.0,8,6,2257000.0,,,A
Q18-1123,2020-05-20,Q18-1123,241.7,,,0,0,0.0,385.0,,C
Q19-1138,2020-05-20,Q19-1138,199.4,,7.0,7,7,5260000.0,397.0,,C
Q19-1144,2020-05-23,Q19-1144,149.6,,,0,0,0.0,403.0,,A
Q19-1159,2020-05-26,Q19-1159,64.9,,3.0,3,3,3796000.0,418.0,,A
Q19-1180,2020-05-21,Q19-1180,84.6,,9.0,9,9,38111000.0,,,C
Q19-1203,2020-05-17,Q19-1203,372.1,,24.0,24,24,95544000.0,,,C
Q19-1207,2020-05-27,Q19-1207,65.5,,,0,0,0.0,464.0,,C
Q19-1208,2020-05-16,Q19-1208,234.3,,4.0,4,4,6136000.0,464.0,,C
Q19-1211,2020-05-31,Q19-1211,170.3,,2.0,2,2,10410000.0,468.0,,C
Q19-1222,2020-06-01,Q19-1222,175.5,,,0,0,0.0,479.0,,C
Q19-1236,2020-06-02,Q19-1236,124.5,,2.0,2,2,1694000.0,493.0,,A
Q18-0991,2020-06-25,Q18-0991,170.2,,25.0,25,25,18825000.0,,,C
Q18-0998,2020-07-02,Q18-0998,240.9,,,0,0,0.0,264.0,,A
Q18-1057,2020-06-17,Q18-1057,109.0,,2.0,2,2,3512000.0,310.0,,C
Q19-1150,2020-06-27,Q19-1150,156.9,,,0,0,0.0,,,A
Q19-1153,2020-06-28,Q19-1153,151.0,,11.0,11,10,6177000.0,394.0,,B
Q19-1163,2020-06-26,Q19-1163,58.1,,3.0,3,3,1207000.0,,,A
Q19-1164,2020-06-19,Q19-1164,262.7,,,0,0,0.0,,,A
Q19-1184,2020-06-18,Q19-1184,318.9,,,0,0,0.0,424.0,,A
Q19-1186,2020-07-01,Q19-1186,181.7,,3.0,3,3,10294000.0,426.0,,A
Q19-1201,2020-06-27,Q19-1201,79.2,,8.0,8,8,66568000.0,440.0,,A
Q18-1005,2020-07-19,Q18-1005,959.1,,17.0,17,17,78254000.0,255.0,,B
Q18-1026,2020-07-16,Q18-1026,54.9,,7.0,7,7,12401000.0,,,A
Q18-1082,2020-07-19,Q18-1082,151.4,,28.0,28,28,6026000.0,,,B
Q18-1095,2020-07-28,Q18-1095,62.6,,19.0,19,19,23247000.0,328.0,,C
Q18-1097,2020-07-21,Q18-1097,159.6,,,0,0,0.0,,,C
Q18-1104,2020-07-26,Q18-1104,76.0,,5.0,5,5,5496000.0,,,A
Q18-1114,2020-08-02,Q18-1114,93.3,,,0,0,0.0,,,C
Q18-1119,2020-07-22,Q18-1119,259.8,,25.0,25,23,12644000.0,350.0,,C
Q19-1161,2020-08-01,Q19-1161,139.1,,12.0,12,12,29489000.0,,,C
Q19-1170,2020-07-28,Q19-1170,155.2,,7.0,7,7,68504000.0,,,B
Q19-1191,2020-07-27,Q19-1191,80.1,,,0,0,0.0,,,A
Q19-1209,2020-07-17,Q19-1209,135.9,,11.0,11,10,86614000.0,431.0,,A
Q19-1227,2020-07-26,Q19-1227,158.0,,25.0,25,25,12381000.0,450.0,,B
Q19-1231,2020-07-28,Q19-1231,204.3,,,0,0,0.0,,,C
Q19-1235,2020-07-26,Q19-1235,69.5,,,0,0,0.0,458.0,,C
Q19-1244,2020-08-03,Q19-1244,101.5,,3.0,3,3,732000.0,,,C
Q19-1250,2020-07-17,Q19-1250,50.4,,18.0,18,18,102951000.0,,,A
Q19-1259,2020-07-16,Q19-1259,262.4,,3.0,3,3,4434000.0,482.0,,A
Q18-1024,2020-09-02,Q18-1024,468.3,,3.0,3,3,7094000.0,,,C
Q18-1029,2020-08-29,Q18-1029,256.0,,,0,0,0.0,264.0,,A
Q18-1031,2020-08-25,Q18-1031,56.8,,5.0,5,5,12880000.0,,,A
Q18-1035,2020-09-02,Q18-1035,71.1,,13.0,13,13,5845000.0,,,A
Q18-1043,2020-08-17,Q18-1043,27.1,,6.0,6,5,195000.0,276.0,,B
Q18-1063,2020-08-23,Q18-1063,175.3,,20.0,20,20,48652000.0,,,A
Q18-1066,2020-08-16,Q18-1066,197.6,,10.0,10,10,9186000.0,,,C
Q18-1079,2020-08-25,Q18-1079,137.8,,1.0,1,1,642000.0,305.0,,C
Q18-1084,2020-08-29,Q18-1084,179.4,,6.0,6,6,6452000.0,310.0,,C
Q19-1133,2020-08-29,Q19-1133,120.4,,,0,0,0.0,,,A
Q19-1162,2020-09-01,Q19-1162,184.6,,1.0,1,1,326000.0,,,B
Q19-1169,2020-08-22,Q19-1169,115.1,,2.0,2,2,769000.0,,,B
Q19-1177,2020-08-19,Q19-1177,123.1,,1.0,1,1,961000.0,,,B
Q19-1200,2020-08-24,Q19-1200,93.5,,4.0,4,4,3500000.0,410.0,,A
Q19-1248,2020-08-31,Q19-1248,85.0,,3.0,3,3,7258000.0,,,C
Q19-1272,2020-09-03,Q19-1272,163.9,,5.0,5,5,10950000.0,480.0,,B
Q19-1304,2020-09-01,Q19-1304,95.4,,1.0,1,1,189000.0,511.0,,A
Q18-1030,2020-09-27,Q18-1030,781.8,,2.0,2,2,44433000.0,254.0,,A
Q18-1039,2020-09-18,Q18-1039,404.3,,25.0,25,25,62466000.0,262.0,,A
Q18-1117,2020-09-23,Q18-1117,236.3,,,0,0,0.0,,,C
Q18-1122,2020-10-04,Q18-1122,228.7,,19.0,19,19,27926000.0,331.0,,A
Q19-1136,2020-09-28,Q19-1136,513.9,,,0,0,0.0,,,C
Q19-1149,2020-09-17,Q19-1149,73.9,,,0,0,0.0,,,B
Q19-1157,2020-10-03,Q19-1157,207.8,,1.0,1,1,361000.0,360.0,,A
Q19-1165,2020-09-18,Q19-1165,139.2,,6.0,6,6,10231000.0,,,A
Q19-1166,2020-09-15,Q19-1166,103.6,,2.0,2,2,953000.0,369.0,,C
Q19-1173,2020-10-02,Q19-1173,157.3,,12.0,12,12,23833000.0,376.0,,A
Q19-1174,2020-10-02,Q19-1174,239.5,,6.0,6,6,19507000.0,,,C
Q19-1190,2020-09-29,Q19-1190,224.4,,5.0,5,5,54319000.0,391.0,,C
Q19-1202,2020-09-29,Q19-1202,43.6,,1.0,1,1,145000.0,402.0,,A
Q19-1205,2020-09-17,Q19-1205,79.2,,16.0,16,16,136434000.0,,,C
Q19-1237,2020-09-20,Q19-1237,237.7,,17.0,17,16,51534000.0,,,C
Q19-1261,2020-09-27,Q19-1261,364.1,,,0,0,0.0,,,A
Q19-1275,2020-09-29,Q19-1275,104.4,,,0,0,0.0,473.0,,A
Q19-1287,2020-09-29,Q19-1287,184.5,,1.0,1,1,9819000.0,,,A
Q19-1326,2020-09-21,Q19-1326,167.4,,10.0,10,10,34337000.0,,,C
Q18-1069,2020-10-17,Q18-1069,83.8,,3.0,3,2,4034000.0,,,B
Q18-1085,2020-11-03,Q18-1085,125.6,,,0,0,0.0,291.0,,A
Q18-1101,2020-11-03,Q18-1101,246.6,,10.0,10,10,19022000.0,,,C
Q18-1115,2020-10-19,Q18-1115,98.2,,1.0,1,1,247000.0,312.0,,B
Q19-1140,2020-10-23,Q19-1140,20.2,,6.0,6,6,18379000.0,,,A
Q19-1145,2020-10-17,Q19-1145,34.9,,,0,0,0.0,,,B
Q19-1158,2020-10-28,Q19-1158,86.8,,,0,0,0.0,348.0,,C
Q19-1168,2020-10-19,Q19-1168,635.1,,1.0,1,1,2659000.0,,,A
Q19-1171,2020-10-19,Q19-1171,131.7,,,0,0,0.0,,,A
Q19-1187,2020-10-31,Q19-1187,460.6,,,0,0,0.0,,,B
Q19-1215,2020-10-19,Q19-1215,65.6,,1.0,1,1,178000.0,399.0,,B
Q19-1225,2020-10-26,Q19-1225,66.6,,5.0,5,4,2520000.0,409.0,,A
Q19-1226,2020-11-02,Q19-1226,144.5,,13.0,13,13,44881000.0,,,A
Q19-1229,2020-10-18,Q19-1229,63.4,,16.0,16,16,20765000.0,,,C
Q19-1267,2020-10-20,Q19-1267,173.0,,14.0,14,14,44096000.0,,,C
Q19-1269,2020-10-16,Q19-1269,261.9,,3.0,3,3,6900000.0,452.0,,C
Q19-1288,2020-10-26,Q19-1288,53.3,,2.0,2,2,50041000.0,,,B
Q19-1312,2020-10-25,Q19-1312,135.3,,11.0,11,11,81719000.0,,,A
Q19-1348,2020-10-27,Q19-1348,112.9,,1.0,1,1,101000.0,,,A
Q18-1083,2020-12-03,Q18-1083,490.1,,2.0,2,2,7307000.0,,,A
Q18-1129,2020-12-02,Q18-1129,153.6,,,0,0,0.0,,,C
Q19-1183,2020-11-29,Q19-1183,100.0,,,0,0,0.0,356.0,,A
Q19-1185,2020-11-18,Q19-1185,143.2,,1.0,1,1,1064000.0,,,C
Q19-1204,2020-11-17,Q19-1204,51.2,,3.0,3,3,458000.0,373.0,,A
Q19-1240,2020-11-20,Q19-1240,106.2,,3.0,3,3,1232000.0,,,B
Q19-1249,2020-12-03,Q19-1249,383.5,,,0,0,0.0,415.0,,C
Q19-1273,2020-11-29,Q19-1273,150.0,,,0,0,0.0,,,B
Q19-1274,2020-11-27,Q19-1274,166.1,,13.0,13,13,90264000.0,,,C
Q19-1299,2020-11-15,Q19-1299,58.2,,24.0,24,21,81164000.0,463.0,,A
Q19-1319,2020-11-26,Q19-1319,141.4,,2.0,2,2,1126000.0,480.0,,A
Q19-1320,2020-11-20,Q19-1320,260.3,,3.0,3,3,15145000.0,,,A
Q19-1329,2020-11-24,Q19-1329,124.4,,2.0,2,2,1274000.0,,,A
Q19-1333,2020-11-30,Q19-1333,399.9,,24.0,24,24,131423000.0,,,A
Q19-1334,2020-11-18,Q19-1334,141.8,,5.0,5,5,6520000.0,,,C
Q19-1341,2020-11-19,Q19-1341,167.5,,6.0,6,6,26506000.0,,,C
Q19-1350,2020-11-21,Q19-1350,47.7,,4.0,4,4,394000.0,,,A
Q18-1081,2020-12-28,Q18-1081,345.0,,4.0,4,4,13847000.0,264.0,,A
Q18-1088,2020-12-31,Q18-1088,42.8,,4.0,4,4,257000.0,,,A
Q18-1098,2020-12-22,Q18-1098,175.4,,4.0,4,3,27967000.0,,,A
Q18-1106,2020-12-17,Q18-1106,37.7,,2.0,2,2,285000.0,,,A
Q19-1154,2020-12-31,Q19-1154,89.5,,,0,0,0.0,,,A
Q19-1197,2020-12-31,Q19-1197,217.3,,16.0,16,16,99250000.0,,,C
Q19-1199,2020-12-20,Q19-1199,61.8,,1.0,1,1,952000.0,361.0,,C
Q19-1213,2020-12-27,Q19-1213,117.1,,1.0,1,1,5060000.0,373.0,,A
Q19-1234,2020-12-23,Q19-1234,193.7,,9.0,9,9,5652000.0,394.0,,A
Q19-1238,2020-12-21,Q19-1238,245.8,,,0,0,0.0,398.0,,A
Q19-1258,2021-01-03,Q19-1258,156.5,,,0,0,0.0,418.0,,B
Q19-1279,2020-12-31,Q19-1279,362.3,,11.0,11,11,63288000.0,,,A
Q19-1280,2021-01-02,Q19-1280,182.6,,7.0,7,5,5687000.0,,,C
Q19-1281,2020-12-16,Q19-1281,286.5,,11.0,11,11,29876000.0,,,C
Q19-1282,2020-12-30,Q19-1282,92.0,,,0,0,0.0,440.0,,A
Q19-1308,2020-12-15,Q19-1308,133.6,,10.0,10,10,22956000.0,,,A
Q19-1311,2020-12-18,Q19-1311,117.0,,1.0,1,1,3418000.0,,,A
Q19-1331,2020-12-28,Q19-1331,135.1,,,0,0,0.0,481.0,,C
Q19-1356,2020-12-26,Q19-1356,185.9,,9.0,9,9,22527000.0,505.0,,A
Q19-1370,2020-12-30,Q19-1370,343.4,,4.0,4,3,5014000.0,,,A
Q20-1387,2020-12-19,Q20-1387,82.9,,22.0,22,15,13547000.0,532.0,,C
Q20-1388,2021-01-03,Q20-1388,28.5,,3.0,3,3,987000.0,534.0,,C
Q20-1411,2020-12-17,Q20-1411,75.9,,4.0,4,4,373000.0,,,A
Q18-1109,2021-01-28,Q18-1109,211.1,,15.0,15,15,75380000.0,,,A
Q18-1113,2021-01-23,Q18-1113,141.6,,19.0,19,19,16303000.0,,,A
Q18-1120,2021-01-23,Q18-1120,334.4,,19.0,19,19,99408000.0,280.0,,A
Q18-1121,2021-01-15,Q18-1121,121.9,,,0,0,0.0,,,C
Q19-1131,2021-01-26,Q19-1131,96.6,,10.0,10,9,6026000.0,288.0,,B
Q19-1146,2021-01-25,Q19-1146,120.2,,10.0,10,10,29785000.0,299.0,,A
Q19-1175,2021-01-31,Q19-1175,144.6,,2.0,2,2,3889000.0,,,A
Q19-1178,2021-01-28,Q19-1178,72.5,,,0,0,0.0,,,B
Q19-1196,2021-01-28,Q19-1196,187.9,,2.0,2,2,1061000.0,345.0,,A
Q19-1198,2021-01-28,Q19-1198,188.5,,12.0,12,11,17489000.0,347.0,,C
Q19-1253,2021-01-21,Q19-1253,285.4,,4.0,4,4,3368000.0,,,B
Q19-1257,2021-02-03,Q19-1257,140.0,,,0,0,0.0,403.0,,C
Q19-1270,2021-01-24,Q19-1270,233.7,,5.0,5,5,5350000.0,415.0,,A
Q19-1283,2021-01-29,Q19-1283,406.2,,1.0,1,1,3844000.0,427.0,,A
Q19-1318,2021-01-30,Q19-1318,153.4,,24.0,24,20,13441000.0,,,A
Q19-1349,2021-02-01,Q19-1349,176.8,,6.0,6,6,4800000.0,,,B
Q20-1419,2021-01-23,Q20-1419,104.2,,7.0,7,7,6455000.0,551.0,,A
Q20-1430,2021-02-01,Q20-1430,25.3,,11.0,11,10,756000.0,,,A
Q20-1434,2021-01-25,Q20-1434,260.3,,14.0,14,14,55625000.0,566.0,,A
Q19-1137,2021-02-23,Q19-1137,186.0,,,0,0,0.0,281.0,,C
Q19-1224,2021-03-05,Q19-1224,261.6,,,0,0,0.0,358.0,,C
Q19-1243,2021-02-16,Q19-1243,127.6,,11.0,11,11,41818000.0,,,C
Q19-1252,2021-02-15,Q19-1252,91.9,,2.0,2,2,3559000.0,,,A
Q19-1255,2021-02-24,Q19-1255,108.9,,7.0,7,7,16158000.0,388.0,,A
Q19-1306,2021-02-18,Q19-1306,60.6,,1.0,1,1,497000.0,,,A
Q19-1315,2021-02-21,Q19-1315,105.8,,14.0,14,14,25889000.0,,,A
Q19-1328,2021-03-01,Q19-1328,69.4,,26.0,26,24,147366000.0,,,A
Q19-1330,2021-02-21,Q19-1330,94.7,,,0,0,0.0,,,A
Q19-1338,2021-03-06,Q19-1338,244.3,,11.0,11,11,39019000.0,,,A
Q19-1351,2021-02-17,Q19-1351,216.1,,3.0,3,3,315000.0,,,A
Q19-1360,2021-02-21,Q19-1360,136.3,,2.0,2,2,326000.0,,,B
Q20-1408,2021-03-05,Q20-1408,48.8,,5.0,5,5,2365000.0,,,C
Q20-1413,2021-02-22,Q20-1413,256.9,,16.0,16,16,35484000.0,532.0,,B
Q20-1418,2021-03-06,Q20-1418,379.8,,7.0,7,7,10286000.0,535.0,,A
Q20-1429,2021-02-25,Q20-1429,103.1,,10.0,10,10,16307000.0,,,A
Q19-1151,2021-03-24,Q19-1151,203.5,,13.0,13,12,81772000.0,280.0,,A
Q19-1160,2021-03-19,Q19-1160,148.9,,13.0,13,13,115167000.0,,,A
Q19-1188,2021-04-02,Q19-1188,274.2,,10.0,10,10,47189000.0,,,A
Q19-1195,2021-03-18,Q19-1195,238.5,,7.0,7,7,28748000.0,,,A
Q19-1216,2021-03-27,Q19-1216,185.0,,13.0,13,13,27799000.0,,,A
Q19-1218,2021-03-17,Q19-1218,123.5,,7.0,7,7,30466000.0,339.0,,A
Q19-1239,2021-03-16,Q19-1239,212.1,,,0,0,0.0,,,C
Q19-1262,2021-03-18,Q19-1262,345.2,,,0,0,0.0,383.0,,C
Q19-1263,2021-04-02,Q19-1263,104.9,,2.0,2,2,6660000.0,,,A
Q19-1265,2021-03-17,Q19-1265,212.9,,,0,0,0.0,385.0,,C
Q19-1271,2021-04-01,Q19-1271,203.7,,15.0,15,15,23183000.0,,,C
Q19-1324,2021-03-19,Q19-1324,259.0,,,0,0,0.0,,,C
Q19-1332,2021-03-27,Q19-1332,184.8,,17.0,17,16,10718000.0,,,B
Q20-1375,2021-03-19,Q20-1375,150.0,,4.0,4,4,20436000.0,483.0,,C
Q20-1394,2021-03-29,Q20-1394,157.9,,11.0,11,11,45198000.0,500.0,,A
Q20-1403,2021-03-16,Q20-1403,104.2,,2.0,2,2,149000.0,508.0,,A
Q20-1443,2021-03-25,Q20-1443,35.5,,8.0,8,8,710000.0,,,C
Q20-1447,2021-04-02,Q20-1447,199.8,,,0,0,0.0,,,C
Q20-1452,2021-03-18,Q20-1452,72.5,,,0,0,0.0,,,B
Q19-1172,2021-04-20,Q19-1172,633.6,,,0,0,0.0,,,B
Q19-1181,2021-04-24,Q19-1181,205.0,,1.0,1,1,174000.0,,,B
Q19-1217,2021-04-29,Q19-1217,39.3,,26.0,26,25,18253000.0,326.0,,A
Q19-1221,2021-04-27,Q19-1221,262.0,,13.0,13,13,31209000.0,330.0,,A
Q19-1246,2021-05-01,Q19-1246,116.8,,,0,0,0.0,,,B
Q19-1251,2021-04-23,Q19-1251,500.0,,1.0,1,1,24725000.0,360.0,,A
Q19-1289,2021-04-30,Q19-1289,86.7,,1.0,1,1,4964000.0,,,A
Q19-1335,2021-05-03,Q19-1335,72.6,,4.0,4,4,56387000.0,,,A
Q19-1347,2021-04-21,Q19-1347,51.4,,,0,0,0.0,,,A
Q19-1362,2021-05-02,Q19-1362,32.3,,,0,0,0.0,,,B
Q20-1372,2021-04-16,Q20-1372,99.0,,2.0,2,2,3017000.0,,,A
Q20-1381,2021-04-25,Q20-1381,79.2,,8.0,8,8,11946000.0,,,A
Q20-1412,2021-04-28,Q20-1412,46.2,,11.0,11,11,3573000.0,,,A
Q20-1420,2021-04-20,Q20-1420,87.2,,12.0,12,12,2242000.0,513.0,,A
Q20-1427,2021-05-04,Q20-1427,57.4,,1.0,1,1,248000.0,520.0,,C
Q20-1433,2021-04-20,Q20-1433,197.6,,9.0,9,9,52553000.0,,,C
Q20-1439,2021-05-01,Q20-1439,54.9,,21.0,21,21,30524000.0,,,B
Q20-1468,2021-04-29,Q20-1468,81.8,,18.0,18,18,27781000.0,,,A
Q20-1486,2021-04-19,Q20-1486,84.2,,3.0,3,3,472000.0,,,B
Q19-1220,2021-06-01,Q19-1220,162.7,,1.0,1,1,3183000.0,312.0,,B
Q19-1228,2021-05-24,Q19-1228,117.9,,7.0,7,7,14181000.0,320.0,,A
Q19-1230,2021-05-25,Q19-1230,105.5,,3.0,3,3,1621000.0,321.0,,C
Q19-1232,2021-05-16,Q19-1232,55.0,,,0,0,0.0,324.0,,A
Q19-1242,2021-05-26,Q19-1242,363.4,,,0,0,0.0,334.0,,B
Q19-1247,2021-05-26,Q19-1247,63.6,,,0,0,0.0,,,A
Q19-1254,2021-05-16,Q19-1254,118.9,,4.0,4,4,2719000.0,346.0,,A
Q19-1256,2021-06-03,Q19-1256,32.4,,,0,0,0.0,348.0,,A
Q19-1284,2021-05-23,Q19-1284,26.7,,,0,0,0.0,,,A
Q19-1285,2021-05-27,Q19-1285,109.2,,6.0,6,6,47564000.0,,,C
Q19-1286,2021-05-24,Q19-1286,35.6,,,0,0,0.0,373.0,,A
Q19-1290,2021-05-15,Q19-1290,144.0,,1.0,1,1,1172000.0,,,B
Q19-1291,2021-06-03,Q19-1291,91.2,,1.0,1,1,330000.0,,,A
Q19-1310,2021-05-26,Q19-1310,89.7,,,0,0,0.0,396.0,,A
Q19-1352,2021-05-22,Q19-1352,135.5,,,0,0,0.0,,,A
Q19-1369,2021-05-30,Q19-1369,340.9,,7.0,7,7,8813000.0,,,A
Q20-1371,2021-05-22,Q20-1371,72.5,,26.0,26,26,24044000.0,448.0,,A
Q20-1390,2021-05-20,Q20-1390,89.4,,9.0,9,6,36187000.0,465.0,,C
Q20-1393,2021-05-17,Q20-1393,83.6,,5.0,5,4,1786000.0,468.0,,A
Q20-1406,2021-05-19,Q20-1406,71.3,,,0,0,0.0,,,A
Q20-1407,2021-05-17,Q20-1407,235.7,,9.0,9,9,37262000.0,,,A
Q20-1415,2021-05-29,Q20-1415,404.4,,14.0,14,14,69013000.0,490.0,,C
Q20-1422,2021-06-01,Q20-1422,80.5,,11.0,11,11,120250000.0,,,A
Q20-1431,2021-05-30,Q20-1431,20.8,,4.0,4,4,1425000.0,504.0,,B
Q20-1432,2021-05-21,Q20-1432,63.8,,8.0,8,6,1285000.0,504.0,,A
Q20-1442,2021-06-02,Q20-1442,494.2,,14.0,14,14,26329000.0,516.0,,C
Q20-1448,2021-05-31,Q20-1448,171.0,,2.0,2,2,1987000.0,,,C
Q20-1449,2021-05-17,Q20-1449,297.1,,5.0,5,5,2718000.0,522.0,,A
Q20-1460,2021-05-24,Q20-1460,63.0,,11.0,11,11,10679000.0,533.0,,A
Q20-1466,2021-05-30,Q20-1466,114.5,,,0,0,0.0,,,B
Q20-1521,2021-05-15,Q20-1521,165.4,,,0,0,0.0,589.0,,A
Q19-1214,2021-06-27,Q19-1214,319.2,,2.0,2,2,10052000.0,292.0,,C
Q19-1219,2021-06-21,Q19-1219,133.9,,7.0,7,7,27035000.0,,,A
Q19-1223,2021-06-23,Q19-1223,65.8,,11.0,11,11,14105000.0,300.0,,C
Q19-1316,2021-06-20,Q19-1316,75.5,,1.0,1,1,298000.0,384.0,,B
Q19-1317,2021-06-20,Q19-1317,161.8,,12.0,12,12,13379000.0,386.0,,B
Q19-1340,2021-06-15,Q19-1340,203.9,,6.0,6,6,21381000.0,406.0,,A
Q19-1354,2021-06-24,Q19-1354,147.3,,4.0,4,4,13280000.0,417.0,,C
Q19-1357,2021-06-28,Q19-1357,130.2,,10.0,10,10,15833000.0,,,A
Q19-1358,2021-06-26,Q19-1358,302.2,,,0,0,0.0,,,A
Q19-1365,2021-06-26,Q19-1365,71.4,,,0,0,0.0,,,A
Q20-1376,2021-07-02,Q20-1376,288.5,,10.0,10,10,15254000.0,,,A
Q20-1426,2021-06-29,Q20-1426,126.5,,3.0,3,3,1757000.0,483.0,,A
Q20-1437,2021-06-21,Q20-1437,184.3,,10.0,10,10,61145000.0,,,C
Q20-1461,2021-07-04,Q20-1461,155.8,,13.0,13,13,14033000.0,516.0,,A
Q20-1471,2021-07-01,Q20-1471,74.5,,13.0,13,13,14348000.0,524.0,,A
Q20-1479,2021-06-29,Q20-1479,358.9,,22.0,22,18,21006000.0,531.0,,A
Q20-1494,2021-06-16,Q20-1494,53.1,,5.0,5,5,10035000.0,,,B
Q20-1499,2021-06-27,Q20-1499,174.8,,2.0,2,2,3184000.0,551.0,,B
Q20-1506,2021-06-22,Q20-1506,55.2,,10.0,10,10,4072000.0,557.0,,A
Q20-1526,2021-07-04,Q20-1526,367.4,,,0,0,0.0,576.0,,A
Q19-1241,2021-07-26,Q19-1241,105.4,,9.0,9,9,9137000.0,,,A
Q19-1245,2021-07-17,Q19-1245,311.6,,,0,0,0.0,314.0,,A
Q19-1266,2021-07-18,Q19-1266,200.2,,3.0,3,3,30477000.0,334.0,,C
Q19-1302,2021-07-17,Q19-1302,154.8,,,0,0,0.0,,,C
Q19-1325,2021-07-15,Q19-1325,131.9,,3.0,3,3,1412000.0,,,A
Q19-1343,2021-08-03,Q19-1343,394.8,,17.0,17,17,28806000.0,,,C
Q19-1366,2021-07-18,Q19-1366,500.3,,15.0,15,15,89364000.0,,,A
Q20-1380,2021-07-26,Q20-1380,343.8,,8.0,8,8,2128000.0,429.0,,A
Q20-1384,2021-07-30,Q20-1384,153.1,,30.0,30,24,132841000.0,,,A
Q20-1397,2021-07-25,Q20-1397,123.1,,7.0,7,7,655000.0,,,C
Q20-1405,2021-07-17,Q20-1405,72.6,,2.0,2,2,1602000.0,453.0,,A
Q20-1417,2021-07-23,Q20-1417,95.8,,2.0,2,2,5386000.0,464.0,,C
Q20-1435,2021-07-24,Q20-1435,341.2,,1.0,1,1,4342000.0,,,C
Q20-1504,2021-07-26,Q20-1504,99.8,,2.0,2,2,15314000.0,545.0,,A
Q20-1510,2021-07-18,Q20-1510,314.5,,,0,0,0.0,550.0,,B
Q20-1527,2021-07-29,Q20-1527,211.9,,,0,0,0.0,,,A
Q20-1540,2021-07-20,Q20-1540,179.6,,25.0,25,25,52183000.0,,,A
Q20-1559,2021-07-28,Q20-1559,193.1,,,0,0,0.0,597.0,,A
Q20-1568,2021-07-22,Q20-1568,264.3,,12.0,12,12,39337000.0,605.0,,A
Q20-1573,2021-07-28,Q20-1573,142.9,,,0,0,0.0,,,C
Q19-1233,2021-08-22,Q19-1233,68.9,,17.0,17,16,78687000.0,292.0,,A
Q19-1260,2021-08-25,Q19-1260,333.3,,1.0,1,1,360000.0,,,C
Q19-1264,2021-08-21,Q19-1264,228.6,,12.0,12,12,54651000.0,,,A
Q19-1276,2021-09-03,Q19-1276,135.2,,,0,0,0.0,,,A
Q19-1278,2021-09-03,Q19-1278,200.3,,2.0,2,1,2401000.0,,,A
Q19-1296,2021-08-28,Q19-1296,216.2,,,0,0,0.0,,,C
Q19-1297,2021-09-01,Q19-1297,114.5,,,0,0,0.0,350.0,,B
Q19-1298,2021-08-23,Q19-1298,235.8,,6.0,6,6,44285000.0,,,B
Q19-1345,2021-08-17,Q19-1345,164.8,,12.0,12,11,8388000.0,,,A
