fid,kind,sub_a,sub_b,kv,length_km,n_circuits,public_visible
L:9761:10108:138,L,9761,10108,138.0,9.871615680070011,1,True
L:9762:10447:138,L,9762,10447,138.0,47.796962905861825,1,True
L:9762:9764:138,L,9762,9764,138.0,7.611651159452953,1,True
L:9763:10548:138,L,9763,10548,138.0,12.805188826931028,1,False
L:9763:9764:138,L,9764,9763,138.0,5.755532358549143,1,True
L:9764:9765:138,L,9765,9764,138.0,3.2547948184550934,1,True
L:9765:10214:138,L,10214,9765,138.0,10.550703196592499,1,True
L:9766:10216:138,L,10216,9766,138.0,2.988098213445388,1,True
L:9766:10230:138,L,9766,10230,138.0,2.203169714083956,2,True
L:9766:9767:138,L,9766,9767,138.0,6.554506138361079,1,True
L:9767:9768:138,L,9767,9768,138.0,6.731245970308309,1,True
L:9768:10300:138,L,9768,10300,138.0,6.4101003465888935,1,True
L:9768:10696:138,L,9768,10696,138.0,64.30564950494264,1,True
L:9769:9808:138,L,9808,9769,138.0,1.738351115597757,1,True
L:9770:10265:138,L,9770,10265,138.0,7.050947486136876,1,True
L:9770:9780:138,L,9780,9770,138.0,6.204838640317662,1,True
L:9770:9832:138,L,9770,9832,138.0,23.25817371649308,1,False
L:9771:10258:138,L,9771,10258,138.0,7.345536706144355,1,True
L:9771:10267:138,L,9771,10267,138.0,12.970501975803339,1,True
L:9772:9773:138,L,9773,9772,138.0,12.10200770173743,1,True
L:9772:9794:138,L,9772,9794,138.0,11.350730849556845,1,True
L:9773:10261:138,L,9773,10261,138.0,19.55981677632629,1,True
L:9774:9775:138,L,9774,9775,138.0,12.515535306952652,1,True
L:9774:9780:138,L,9774,9780,138.0,14.017094399855948,1,True
L:9775:9777:138,L,9777,9775,138.0,4.132815963444249,1,True
L:9776:10265:345,L,10265,9776,345.0,23.629139863583525,1,True
L:9776:9777:138,L,9777,9776,138.0,3.1410211602836138,1,True
L:9776:9805:138,L,9776,9805,138.0,2.533115781902514,1,True
L:9777:9787:138,L,9787,9777,138.0,1.9717824680754399,1,True
L:9777:9790:138,L,9790,9777,138.0,5.043855392485865,1,True
L:9778:10171:138,L,9778,10171,138.0,16.332753805024236,1,True
L:9778:9808:138,L,9808,9778,138.0,6.765762912463181,1,True
L:9779:9781:138,L,9779,9781,138.0,5.396876120610982,1,True
L:9779:9782:138,L,9782,9779,138.0,3.095498339061951,1,True
L:9780:9781:138,L,9780,9781,138.0,4.770095815803688,1,True
L:9781:9794:138,L,9781,9794,138.0,13.971032754249757,1,True
L:9782:9834:138,L,9834,9782,138.0,4.530692430884289,1,True
L:9783:9785:138,L,9783,9785,138.0,2.7919379756842417,1,True
L:9783:9797:138,L,9797,9783,138.0,2.8222937919956723,1,True
L:9784:9797:138,L,9784,9797,138.0,15.532252098311746,1,True
L:9784:9943:138,L,9784,9943,138.0,5.44492219475096,1,True
L:9785:9787:138,L,9785,9787,138.0,7.197854286861233,1,True
L:9786:9788:138,L,9786,9788,138.0,7.976705950562745,1,True
L:9786:9789:138,L,9786,9789,138.0,2.479741260922987,1,True
L:9789:9790:138,L,9789,9790,138.0,4.583034819311443,1,True
L:9791:10265:138,L,9791,10265,138.0,18.667724789691363,1,True
L:9791:9804:138,L,9791,9804,138.0,5.158950934858746,1,True
L:9792:9828:138,L,9792,9828,138.0,23.320225018516595,1,False
L:9792:9985:138,L,9792,9985,138.0,9.906523501280715,1,True
L:9793:10265:345,L,9793,10265,345.0,34.859307446677505,1,False
L:9793:9832:138,L,9832,9793,138.0,10.209471847039838,1,True
L:9793:9834:138,L,9793,9834,138.0,16.421334550422113,1,True
L:9793:9837:138,L,9837,9793,138.0,9.567771598987338,1,True
L:9795:10258:138,L,10258,9795,138.0,3.520305833855885,1,True
L:9795:9796:138,L,9795,9796,138.0,1.9260973592215391,1,False
L:9796:10294:138,L,10294,9796,138.0,4.772865190046202,1,True
L:9798:9800:138,L,9798,9800,138.0,2.837618677528182,1,True
L:9798:9801:138,L,9801,9798,138.0,2.879275783796663,1,True
L:9798:9802:138,L,9798,9802,138.0,4.500388644271587,1,True
L:9799:9983:138,L,9799,9983,138.0,5.536124629395539,1,True
L:9799:9984:138,L,9984,9799,138.0,3.1481212338362305,1,True
L:9800:9949:138,L,9800,9949,138.0,16.804277651397644,1,True
L:9801:9805:138,L,9801,9805,138.0,8.607794147867834,1,False
L:9802:9945:138,L,9802,9945,138.0,3.496257800978032,1,True
L:9803:10309:138,L,9803,10309,138.0,3.4202519762504022,1,True
L:9803:9815:138,L,9803,9815,138.0,4.935886898727809,1,True
L:9804:9809:138,L,9809,9804,138.0,3.3314990364191783,1,True
L:9806:10174:138,L,9806,10174,138.0,2.7039477679231556,1,True
L:9806:9807:138,L,9807,9806,138.0,2.237596058437494,1,False
L:9807:10282:138,L,10282,9807,138.0,6.181019045242652,1,True
L:9807:9813:138,L,9807,9813,138.0,5.3950045813763206,1,True
L:9807:9815:138,L,9807,9815,138.0,16.012213626694464,1,True
L:9808:10302:138,L,9808,10302,138.0,15.023617737372819,1,True
L:9809:9814:138,L,9814,9809,138.0,2.3457332112356917,1,True
L:9810:9815:138,L,9810,9815,138.0,2.9776991458485482,1,True
L:9811:10282:138,L,9811,10282,138.0,2.216474694497176,1,True
L:9811:9814:138,L,9811,9814,138.0,4.644924867823505,1,True
L:9812:10282:138,L,9812,10282,138.0,4.4412272195330065,1,True
L:9812:10302:138,L,9812,10302,138.0,3.958038817013505,1,True
L:9812:10309:138,L,10309,9812,138.0,4.819277570684711,1,True
L:9813:10172:138,L,10172,9813,138.0,3.1274471005251714,1,True
L:9814:10174:138,L,10174,9814,138.0,11.508300328790773,1,True
L:9814:10309:138,L,10309,9814,138.0,4.682949920470566,1,True
L:9816:10265:345,L,10265,9816,345.0,13.331588272388473,1,True
L:9816:9975:345,L,9816,9975,345.0,27.862670550496354,1,True
L:9817:18212:138,L,18212,9817,138.0,5.271703202855057,1,True
L:9817:18213:138,L,9817,18213,138.0,6.208035388667013,1,True
L:9818:18212:138,L,18212,9818,138.0,5.3725100336291725,1,True
L:9819:10148:138,L,10148,9819,138.0,26.861536885606434,1,True
L:9820:10120:138,L,10120,9820,138.0,19.603558763266793,1,True
L:9820:10262:138,L,9820,10262,138.0,7.099505527856814,1,True
L:9821:10262:138,L,9821,10262,138.0,7.554130748544408,1,True
L:9821:9917:138,L,9821,9917,138.0,33.06289936452096,1,True
L:9822:10122:138,L,9822,10122,138.0,12.551887933403902,1,True
L:9822:9826:138,L,9822,9826,138.0,39.95985600908096,1,True
L:9822:9925:138,L,9822,9925,138.0,42.78320052299292,1,True
L:9823:10121:138,L,9823,10121,138.0,20.062501856785346,1,True
L:9823:10186:138,L,9823,10186,138.0,56.48561037876492,1,True
L:9823:9968:138,L,9823,9968,138.0,66.21957608596017,1,True
L:9824:9825:138,L,9825,9824,138.0,7.75313407770666,1,True
L:9824:9926:138,L,9824,9926,138.0,13.93490590080854,1,True
L:9825:9826:138,L,9826,9825,138.0,7.452827338462652,1,True
L:9825:9921:138,L,9825,9921,138.0,20.15918536292624,1,True
L:9827:9828:138,L,9828,9827,138.0,3.8928632491516098,1,True
L:9829:9837:138,L,9837,9829,138.0,20.08675444968132,1,True
L:9830:9837:138,L,9830,9837,138.0,24.818955980949575,1,True
L:9831:10133:138,L,9831,10133,138.0,22.839826864868694,1,True
L:9831:10294:138,L,9831,10294,138.0,21.245527986092977,1,True
L:9831:9835:138,L,9831,9835,138.0,12.04309806368603,1,True
L:9833:10135:138,L,9833,10135,138.0,14.595998596636429,1,True
L:9833:10211:138,L,10211,9833,138.0,20.26184067007852,1,True
L:9834:10136:138,L,9834,10136,138.0,7.43314685537953,1,True
L:9835:10175:138,L,10175,9835,138.0,34.99523765632291,1,True
L:9835:9836:138,L,9835,9836,138.0,12.575202439201474,1,True
L:9838:10025:138,L,9838,10025,138.0,53.14845955466879,1,True
L:9838:10027:138,L,9838,10027,138.0,41.483435318632445,1,False
L:9838:10077:138,L,9838,10077,138.0,58.7638535104849,1,True
L:9838:10116:138,L,9838,10116,138.0,57.63232776253348,1,True
L:9838:10168:138,L,9838,10168,138.0,19.3883236935655,1,True
L:9839:10264:138,L,9839,10264,138.0,32.08578567273435,1,True
L:9839:9841:138,L,9839,9841,138.0,17.33962608513576,1,True
L:9840:10079:138,L,9840,10079,138.0,49.94412327589975,1,True
L:9840:10080:138,L,9840,10080,138.0,48.60469127055399,1,True
L:9840:10082:138,L,9840,10082,138.0,51.320000000675776,1,True
L:9841:10020:138,L,10020,9841,138.0,17.0260693822634,1,True
L:9844:9845:138,L,9845,9844,138.0,3.522076858187866,1,True
L:9844:9850:138,L,9844,9850,138.0,6.0455252999521845,1,True
L:9846:9849:138,L,9849,9846,138.0,3.037353574267978,2,True
L:9847:9849:138,L,9847,9849,138.0,2.224438385609873,1,True
L:9847:9889:138,L,9847,9889,138.0,8.601703813883784,1,True
L:9847:9899:138,L,9847,9899,138.0,12.50592575469504,1,True
L:9848:9851:138,L,9848,9851,138.0,2.5082053712136454,1,True
L:9848:9852:138,L,9848,9852,138.0,2.707730851891881,2,True
L:9848:9914:138,L,9914,9848,138.0,2.916219879474602,1,True
L:9852:10155:345,L,10155,9852,345.0,17.37912562234462,1,True
L:9852:10164:138,L,9852,10164,138.0,3.307241248572594,1,True
L:9852:9884:345,L,9884,9852,345.0,19.151288581848284,1,True
L:9854:9878:138,L,9854,9878,138.0,2.233151318638019,1,True
L:9854:9881:138,L,9881,9854,138.0,4.720527963662688,1,True
L:9855:9885:138,L,9855,9885,138.0,1.8842729221202887,1,True
L:9856:9862:138,L,9862,9856,138.0,3.2910491959032724,1,True
L:9857:9860:138,L,9860,9857,138.0,2.5689990166136245,1,True
L:9857:9879:138,L,9857,9879,138.0,3.110895849770015,1,True
L:9858:9879:138,L,9879,9858,138.0,2.065361238250646,1,True
L:9858:9888:138,L,9888,9858,138.0,4.009889330789293,1,False
L:9858:9895:138,L,9858,9895,138.0,5.809858802155221,1,True
L:9859:9860:138,L,9859,9860,138.0,2.665910212536002,1,True
L:9859:9875:138,L,9859,9875,138.0,8.549574897072546,1,True
L:9859:9878:138,L,9878,9859,138.0,4.073409847842586,1,True
L:9860:9876:138,L,9876,9860,138.0,4.394889018284716,1,True
L:9861:9911:138,L,9911,9861,138.0,1.9054568807601777,1,True
L:9861:9912:138,L,9912,9861,138.0,2.5318604563821276,1,True
L:9861:9913:138,L,9861,9913,138.0,4.08249386235654,1,True
L:9862:9916:138,L,9862,9916,138.0,7.603506120517771,1,True
L:9863:9864:138,L,9863,9864,138.0,5.854479319679576,1,True
L:9863:9893:138,L,9863,9893,138.0,4.942154575877444,1,True
L:9864:10033:138,L,10033,9864,138.0,3.5447325356876846,1,True
L:9864:10070:345,L,9864,10070,345.0,17.10085585329865,1,True
L:9865:10068:138,L,9865,10068,138.0,2.6395478136158372,1,True
L:9865:10069:138,L,10069,9865,138.0,2.392301647908075,1,True
L:9866:9867:138,L,9867,9866,138.0,5.675390587516188,1,True
L:9866:9895:138,L,9866,9895,138.0,8.992770155735732,1,True
L:9867:9871:138,L,9867,9871,138.0,2.6877379970893736,1,True
L:9868:10073:138,L,9868,10073,138.0,4.163199123231062,2,True
L:9868:9875:138,L,9875,9868,138.0,3.3651813877565817,2,True
L:9869:10158:138,L,9869,10158,138.0,8.748572229258837,1,True
L:9869:9873:138,L,9869,9873,138.0,7.461583574263031,1,True
L:9870:9896:138,L,9896,9870,138.0,3.966933563330565,2,True
L:9870:9898:138,L,9898,9870,138.0,2.8810747282376097,1,True
L:9871:10066:138,L,10066,9871,138.0,4.748782332971094,1,True
L:9871:9907:138,L,9907,9871,138.0,5.262382165436465,1,True
L:9872:9877:138,L,9872,9877,138.0,3.047371974566794,1,True
L:9872:9903:138,L,9872,9903,138.0,10.369163270241591,1,True
L:9873:10150:138,L,10150,9873,138.0,5.470890920078996,1,True
L:9873:10163:138,L,10163,9873,138.0,3.901834055296004,1,True
L:9874:9881:138,L,9874,9881,138.0,2.062994518151939,1,True
L:9874:9911:138,L,9874,9911,138.0,8.134496219711442,1,True
L:9875:10158:138,L,9875,10158,138.0,2.4265829738830287,1,True
L:9876:10074:138,L,10074,9876,138.0,2.1253897147255087,1,True
L:9877:9915:138,L,9877,9915,138.0,6.790297130252477,1,True
L:9881:10158:138,L,9881,10158,138.0,5.516550529789744,1,True
L:9882:9884:138,L,9884,9882,138.0,2.66603285822972,2,True
L:9884:10155:345,L,9884,10155,345.0,24.073227060557294,1,True
L:9884:9915:345,L,9915,9884,345.0,10.905813965904814,1,True
L:9885:9888:138,L,9885,9888,138.0,3.9448569336608816,1,True
L:9886:10063:138,L,10063,9886,138.0,5.2370720808381375,1,True
L:9886:9897:138,L,9886,9897,138.0,8.89518190607968,1,True
L:9891:10036:138,L,9891,10036,138.0,16.419643468156618,1,True
L:9891:9893:138,L,9893,9891,138.0,2.188751455283295,1,True
L:9892:10059:138,L,10059,9892,138.0,3.8468533963633735,1,True
L:9892:9896:138,L,9896,9892,138.0,2.472769604041237,1,True
L:9893:10040:138,L,10040,9893,138.0,4.548277786624419,1,True
L:9894:10061:138,L,9894,10061,138.0,2.657760381204604,1,True
L:9894:9895:138,L,9894,9895,138.0,15.11998694531151,1,True
L:9896:10070:345,L,9896,10070,345.0,26.834029648070725,1,True
L:9896:10155:345,L,9896,10155,345.0,40.19475746821606,1,True
L:9896:10277:345,L,9896,10277,345.0,58.992932402526954,1,True
L:9896:9904:138,L,9896,9904,138.0,6.469781280883592,2,True
L:9896:9906:138,L,9896,9906,138.0,5.428418865919571,2,True
L:9896:9908:138,L,9896,9908,138.0,7.956042235983669,1,True
L:9896:9915:345,L,9896,9915,345.0,15.05380494510972,1,True
L:9897:9904:138,L,9904,9897,138.0,1.4995667074105268,1,True
L:9898:10061:138,L,9898,10061,138.0,1.9016417075464709,1,True
L:9900:10162:138,L,10162,9900,138.0,4.148014770767741,2,True
L:9900:10164:138,L,9900,10164,138.0,5.633805680249614,2,True
L:9901:9908:138,L,9901,9908,138.0,9.42485353167871,1,True
L:9903:10063:138,L,10063,9903,138.0,3.77003192301305,1,True
L:9904:9905:138,L,9905,9904,138.0,3.5199572784287554,1,True
L:9905:9907:138,L,9905,9907,138.0,4.477472955726597,1,True
L:9909:10162:138,L,10162,9909,138.0,4.152058962272055,2,True
L:9909:10166:138,L,9909,10166,138.0,4.27885785355809,2,True
L:9910:10159:138,L,10159,9910,138.0,4.6355035282385755,1,True
L:9910:9912:138,L,9910,9912,138.0,2.272142277398625,1,False
L:9910:9914:138,L,9914,9910,138.0,2.692672739090058,1,True
L:9912:9913:138,L,9912,9913,138.0,3.566404416968744,1,True
L:9913:10159:138,L,9913,10159,138.0,5.657975782702583,1,True
L:9913:10165:138,L,10165,9913,138.0,6.612321033751046,2,True
L:9915:10070:345,L,9915,10070,345.0,27.89555877009664,1,True
L:9915:10155:345,L,9915,10155,345.0,32.157415105891424,1,True
L:9915:9916:138,L,9916,9915,138.0,3.379154849811819,1,False
L:9917:10291:138,L,9917,10291,138.0,1.0606917352843124,3,True
L:9917:10292:138,L,9917,10292,138.0,1.9157781251985613,1,True
L:9917:9918:138,L,9917,9918,138.0,7.2758441036137285,3,True
L:9918:10193:138,L,10193,9918,138.0,10.455515828183072,1,True
L:9918:9919:138,L,9918,9919,138.0,11.534744505365692,3,True
L:9919:10138:138,L,10138,9919,138.0,15.381009559610435,3,True
L:9920:10120:138,L,9920,10120,138.0,18.057093396590183,1,True
L:9920:9932:138,L,9932,9920,138.0,11.85933915582349,1,True
L:9921:9922:138,L,9921,9922,138.0,11.557808992091442,1,True
L:9922:10071:138,L,9922,10071,138.0,30.94092168999684,1,True
L:9922:10292:138,L,9922,10292,138.0,39.765394120453756,1,True
L:9922:9925:138,L,9922,9925,138.0,30.947819807987713,1,True
L:9922:9926:138,L,9922,9926,138.0,14.809711801282601,1,True
L:9922:9928:138,L,9922,9928,138.0,23.437932820201084,1,True
L:9924:10280:138,L,9924,10280,138.0,1.7229471788439175,1,True
L:9924:10293:138,L,9924,10293,138.0,2.223887703650963,1,True
L:9926:9928:138,L,9926,9928,138.0,8.641645700979701,1,True
L:9927:10065:138,L,10065,9927,138.0,6.510635932461942,1,True
L:9927:10143:138,L,9927,10143,138.0,10.564330662850113,1,True
L:9927:9928:138,L,9928,9927,138.0,7.733451842804819,1,True
L:9929:10364:138,L,9929,10364,138.0,57.29969586107769,1,True
L:9929:9930:138,L,9930,9929,138.0,6.666388919975157,1,True
L:9929:9931:138,L,9931,9929,138.0,16.616553154072708,1,True
L:9930:10361:138,L,9930,10361,138.0,38.23451244764159,1,True
L:9931:10009:138,L,10009,9931,138.0,19.90060391477251,1,True
L:9931:10202:138,L,9931,10202,138.0,16.216099063478424,1,True
L:9931:10297:138,L,9931,10297,138.0,8.443299071939812,1,True
L:9932:10191:138,L,9932,10191,138.0,6.395518300542424,1,True
L:9933:10182:138,L,9933,10182,138.0,7.200144153385247,1,True
L:9933:10196:138,L,9933,10196,138.0,13.457762195318532,1,True
L:9934:10077:138,L,9934,10077,138.0,15.944635501197569,1,True
L:9934:9935:138,L,9935,9934,138.0,4.753766710506335,1,True
L:9935:10014:138,L,9935,10014,138.0,25.060838361084933,1,True
L:9935:9936:138,L,9935,9936,138.0,14.03298488146775,1,True
L:9936:10076:138,L,9936,10076,138.0,13.808617508912837,1,True
L:9936:10077:138,L,9936,10077,138.0,10.140363693000332,1,True
L:9937:10255:138,L,10255,9937,138.0,15.384517251136016,1,True
L:9937:9940:138,L,9937,9940,138.0,28.804440032833742,1,True
L:9939:10076:138,L,9939,10076,138.0,11.320533990419944,1,True
L:9939:10255:138,L,10255,9939,138.0,8.486987747905532,1,True
L:9940:10079:138,L,10079,9940,138.0,16.52277366451901,1,True
L:9941:9967:138,L,9941,9967,138.0,18.549599373552525,1,True
L:9942:10276:138,L,10276,9942,138.0,2.33328377098932,1,True
L:9942:9950:138,L,9942,9950,138.0,21.543801101957527,1,True
L:9942:9951:138,L,9942,9951,138.0,8.111931209940778,1,True
L:9943:9944:138,L,9943,9944,138.0,2.7575098894220624,2,True
L:9943:9949:138,L,9949,9943,138.0,3.9887476024749513,1,True
L:9944:10276:138,L,9944,10276,138.0,1.915370749246237,2,True
L:9944:10290:345,L,9944,10290,345.0,87.31976691879143,1,True
L:9944:9968:138,L,9944,9968,138.0,33.64189905038591,1,True
L:9944:9988:345,L,9944,9988,345.0,18.62255752182607,1,True
L:9945:9985:138,L,9945,9985,138.0,2.7495376500030835,1,True
L:9946:10276:138,L,9946,10276,138.0,5.715513906763017,1,True
L:9946:9986:138,L,9986,9946,138.0,5.62200993630483,1,True
L:9947:9981:138,L,9947,9981,138.0,3.8907182233255737,1,True
L:9947:9991:138,L,9947,9991,138.0,8.97473897415971,1,True
L:9948:10276:138,L,10276,9948,138.0,3.071115409378257,1,True
L:9948:9979:138,L,9979,9948,138.0,15.527967935192486,1,True
L:9949:9970:138,L,9949,9970,138.0,4.106379469241687,1,True
L:9951:9953:138,L,9953,9951,138.0,24.10395262711297,1,True
L:9952:10268:138,L,9952,10268,138.0,5.24427479885197,1,True
L:9952:9967:138,L,9967,9952,138.0,11.137084782762049,1,True
L:9953:10186:138,L,9953,10186,138.0,24.550775401616377,1,True
L:9954:10094:138,L,10094,9954,138.0,5.70020008684552,1,True
L:9954:9959:138,L,9959,9954,138.0,5.521383576702956,1,True
L:9954:9960:138,L,9954,9960,138.0,4.431150212206958,1,True
L:9955:10086:138,L,9955,10086,138.0,15.81282533040546,1,True
L:9955:9956:138,L,9955,9956,138.0,2.6330967570323187,1,True
L:9955:9960:138,L,9955,9960,138.0,8.117491690984512,1,True
L:9956:9959:138,L,9956,9959,138.0,3.7415402212906215,1,True
L:9957:10092:138,L,9957,10092,138.0,3.3030294402649814,1,True
L:9957:10095:138,L,10095,9957,138.0,2.473177194540026,1,True
L:9958:10102:138,L,10102,9958,138.0,4.214480330283356,1,True
L:9958:10109:138,L,9958,10109,138.0,5.721134419223142,1,True
L:9959:10094:138,L,9959,10094,138.0,4.5865721326840125,1,True
L:9959:10128:345,L,9959,10128,345.0,28.548921229401653,1,True
L:9959:10295:345,L,10295,9959,345.0,35.77522576067272,1,True
L:9959:10301:345,L,10301,9959,345.0,28.594691032792873,1,True
L:9960:9963:138,L,9963,9960,138.0,3.520755748237463,1,True
L:9961:10107:138,L,10107,9961,138.0,4.164504090282229,1,True
L:9961:9963:138,L,9961,9963,138.0,3.496257800976108,1,True
L:9962:10123:138,L,9962,10123,138.0,4.4116976721622825,1,True
L:9962:9963:138,L,9963,9962,138.0,5.788448402658587,1,True
L:9963:10103:138,L,9963,10103,138.0,12.266247316758166,1,True
L:9964:10264:138,L,10264,9964,138.0,10.35400279883627,1,True
L:9964:9982:138,L,9964,9982,138.0,8.554693701803194,1,True
L:9965:10259:138,L,10259,9965,138.0,7.458501867532446,1,True
L:9965:9966:138,L,9965,9966,138.0,10.033690956181031,1,True
L:9965:9971:138,L,9965,9971,138.0,5.7942233419816995,1,True
L:9965:9979:138,L,9965,9979,138.0,9.944281336985506,1,False
L:9966:9969:138,L,9969,9966,138.0,6.171623748343283,1,True
L:9969:9988:138,L,9969,9988,138.0,2.934298446466002,1,True
L:9970:9984:138,L,9970,9984,138.0,4.43069809018391,1,True
L:9971:9986:138,L,9971,9986,138.0,5.314109973223006,1,True
L:9972:9982:138,L,9982,9972,138.0,3.8373245338193938,1,True
L:9972:9989:138,L,9972,9989,138.0,3.685110250859068,1,True
L:9973:9975:138,L,9973,9975,138.0,3.1318928422822885,1,True
L:9973:9978:138,L,9973,9978,138.0,12.734089654465484,1,True
L:9974:9975:138,L,9974,9975,138.0,8.292723822464874,1,True
L:9974:9976:138,L,9976,9974,138.0,10.885126555725334,1,True
L:9975:10278:345,L,9975,10278,345.0,71.80061527433988,1,True
L:9975:9988:345,L,9975,9988,345.0,16.7720955367271,1,True
L:9977:9996:138,L,9996,9977,138.0,6.651275562694048,1,True
L:9977:9998:138,L,9977,9998,138.0,2.6782063440723265,1,True
L:9978:10021:138,L,9978,10021,138.0,13.164720569123169,1,True
L:9980:10276:138,L,9980,10276,138.0,12.755906284695895,1,True
L:9980:9981:138,L,9980,9981,138.0,5.348009993217014,1,True
L:9983:10174:138,L,9983,10174,138.0,7.3311919885406995,1,True
L:9983:9987:138,L,9987,9983,138.0,5.110400470048775,1,True
L:9987:9992:138,L,9992,9987,138.0,4.215955952455116,1,True
L:9988:10264:345,L,9988,10264,345.0,22.28885015039917,1,True
L:9988:9989:138,L,9989,9988,138.0,3.259166546503892,1,True
L:9988:9992:138,L,9992,9988,138.0,4.070599107049471,1,True
L:9990:9993:138,L,9990,9993,138.0,8.628723932673559,1,True
L:9990:9994:138,L,9994,9990,138.0,6.783037720126519,1,True
L:9990:9995:138,L,9995,9990,138.0,4.339861113515653,1,True
L:9991:10171:138,L,10171,9991,138.0,6.103639741588813,1,True
L:9993:9997:138,L,9993,9997,138.0,2.8959431054040015,1,True
L:9994:9998:138,L,9998,9994,138.0,4.782998796767662,1,True
L:9995:10302:138,L,9995,10302,138.0,7.648579598845254,1,True
L:9996:10173:138,L,10173,9996,138.0,6.139323203900237,1,True
L:9997:10172:138,L,9997,10172,138.0,3.7004562534853997,1,True
L:9999:10081:138,L,9999,10081,138.0,12.379987117780503,1,True
X:10014:138:1,X,10014,10014,138.0,0.0,1,True
X:10014:14:1,X,10014,10014,13.8,0.0,1,True
X:10014:345:1,X,10014,10014,345.0,0.0,1,True
X:10048:138:1,X,10048,10048,138.0,0.0,1,True
X:10048:14:1,X,10048,10048,13.8,0.0,1,True
X:10048:345:1,X,10048,10048,345.0,0.0,1,True
X:10070:345:138,X,10070,10070,345.0,0.0,1,True
X:10078:138:1,X,10078,10078,138.0,0.0,1,True
X:10078:14:1,X,10078,10078,13.8,0.0,2,True
X:10102:138:1,X,10102,10102,138.0,0.0,1,True
X:10102:22:1,X,10102,10102,22.0,0.0,2,True
X:10115:138:1,X,10115,10115,138.0,0.0,1,True
X:10115:22:1,X,10115,10115,22.0,0.0,2,True
X:10122:138:1,X,10122,10122,138.0,0.0,1,True
X:10122:18:1,X,10122,10122,18.0,0.0,2,True
X:10128:345:138,X,10128,10128,345.0,0.0,1,True
X:10155:345:138,X,10155,10155,345.0,0.0,3,True
X:10205:138:1,X,10205,10205,138.0,0.0,1,True
X:10205:14:1,X,10205,10205,13.8,0.0,1,True
X:10205:345:1,X,10205,10205,345.0,0.0,1,True
X:10228:345:138,X,10228,10228,345.0,0.0,1,True
X:10245:345:138,X,10245,10245,345.0,0.0,1,True
X:10258:138:24,X,10258,10258,138.0,0.0,1,True
X:10259:138:24,X,10259,10259,138.0,0.0,1,True
X:10261:138:18,X,10261,10261,138.0,0.0,1,True
X:10262:138:14,X,10262,10262,138.0,0.0,2,True
X:10263:138:1,X,10263,10263,138.0,0.0,1,True
X:10263:14:1,X,10263,10263,13.8,0.0,2,True
X:10264:138:1,X,10264,10264,138.0,0.0,1,True
X:10264:14:1,X,10264,10264,13.8,0.0,1,True
X:10264:345:1,X,10264,10264,345.0,0.0,1,True
X:10264:345:14,X,10264,10264,345.0,0.0,3,True
X:10264:345:18,X,10264,10264,345.0,0.0,3,True
X:10265:345:138,X,10265,10265,345.0,0.0,1,True
X:10265:345:14,X,10265,10265,345.0,0.0,2,True
X:10265:345:18,X,10265,10265,345.0,0.0,2,True
X:10266:138:1,X,10266,10266,138.0,0.0,1,True
X:10266:14:1,X,10266,10266,13.8,0.0,2,True
X:10267:138:14,X,10267,10267,138.0,0.0,2,True
X:10267:138:18,X,10267,10267,138.0,0.0,1,True
X:10267:138:22,X,10267,10267,138.0,0.0,1,True
X:10269:138:24,X,10269,10269,138.0,0.0,2,True
X:10270:138:14,X,10270,10270,138.0,0.0,1,True
X:10270:138:18,X,10270,10270,138.0,0.0,1,True
X:10270:138:20,X,10270,10270,138.0,0.0,1,True
X:10274:138:14,X,10274,10274,138.0,0.0,1,True
X:10275:138:1,X,10275,10275,138.0,0.0,1,True
X:10275:138:14,X,10275,10275,138.0,0.0,1,True
X:10275:138:22,X,10275,10275,138.0,0.0,2,True
X:10275:138:24,X,10275,10275,138.0,0.0,1,True
X:10275:24:1,X,10275,10275,24.0,0.0,2,True
X:10276:138:1,X,10276,10276,138.0,0.0,1,True
X:10276:138:18,X,10276,10276,138.0,0.0,1,True
X:10276:138:22,X,10276,10276,138.0,0.0,1,True
X:10276:18:1,X,10276,10276,18.0,0.0,2,True
X:10277:345:138,X,10277,10277,345.0,0.0,1,True
X:10277:345:14,X,10277,10277,345.0,0.0,3,True
X:10277:345:18,X,10277,10277,345.0,0.0,2,True
X:10277:345:22,X,10277,10277,345.0,0.0,1,True
X:10278:345:138,X,10278,10278,345.0,0.0,1,True
X:10279:345:138,X,10279,10279,345.0,0.0,1,True
X:10279:345:14,X,10279,10279,345.0,0.0,2,True
X:10281:345:138,X,10281,10281,345.0,0.0,1,True
X:10281:345:14,X,10281,10281,345.0,0.0,4,True
X:10281:345:20,X,10281,10281,345.0,0.0,1,True
X:10282:138:14,X,10282,10282,138.0,0.0,2,True
X:10282:138:24,X,10282,10282,138.0,0.0,1,True
X:10283:138:1,X,10283,10283,138.0,0.0,1,True
X:10283:14:1,X,10283,10283,13.8,0.0,1,True
X:10283:345:1,X,10283,10283,345.0,0.0,1,True
X:10285:138:14,X,10285,10285,138.0,0.0,3,True
X:10285:138:18,X,10285,10285,138.0,0.0,1,True
X:10286:138:14,X,10286,10286,138.0,0.0,3,True
X:10287:138:22,X,10287,10287,138.0,0.0,1,True
X:10289:138:14,X,10289,10289,138.0,0.0,2,True
X:10290:345:138,X,10290,10290,345.0,0.0,1,True
X:10290:345:24,X,10290,10290,345.0,0.0,1,True
