project_id,queue_date,poi_name,poi_sub_id,poi_kv,poi_match_score,mw,fuel,state,transmission_owner,status_now,project_type
AG2-450 - moved to TC2,2021-03-30,Bridgeport 230 kV,18980.0,230.0,100.0,219.0,storage,NJ,AEC,Withdrawn,battery
AG2-451 - moved to TC2,2021-03-30,Chambers 230 kV,19259.0,230.0,100.0,240.0,storage,NJ,AEC,Withdrawn,battery
AG2-452,2021-03-30,SW Lima - Shelby 345 kV,38968.0,345.0,84.3076923076923,300.0,wind,OH,AEP,Withdrawn,gen
AG2-453 - moved to TC2,2021-03-30,Lasalle - Plano 345 kV,20760.0,345.0,93.33333333333333,280.0,solar,IL,ComEd,Active,gen
AG2-454 - moved to TC2,2021-03-30,Dequine - Eugene 345 kV,39168.0,345.0,100.0,300.0,solar,IN,AEP,Withdrawn,gen
AG2-455 - moved to TC2,2021-03-30,Dequine - Sullivan 345 kV,39168.0,345.0,100.0,280.0,solar,IN,AEP,Withdrawn,gen
AG2-456 - moved to TC2,2021-03-30,Pierce Brook-Lewis Run 230 kV,5027.0,230.0,85.0,80.0,solar,PA,PENELEC,Withdrawn,gen
AG2-457 - moved to TC2,2021-03-30,Pierce Brook - Lewis Run 230 kV,5027.0,230.0,85.0,160.0,solar,PA,PENELEC,Withdrawn,gen
AG2-458 - moved to TC2,2021-03-30,Kittatinny-Newton 34.5 kV II,19240.0,34.5,92.0,19.8,storage,NJ,JCPL,Withdrawn,battery
AG2-459 - moved to TC2,2021-03-30,Allenwood-Larrabee 34.5 kV II,840.0,34.5,74.35294117647058,7.0,storage,NJ,JCPL,Withdrawn,battery
AG2-460 - moved to TC2,2021-03-30,East Flemington-Lebanon 34.5 kV II,19021.0,34.5,92.0,20.0,storage,NJ,JCPL,Withdrawn,battery
AG2-461,2021-03-30,Lanexa - Dunnsville 230 kV,33175.0,230.0,100.0,88.0,solar,VA,Dominion,Withdrawn,gen
AG2-462 - moved to TC2,2021-03-30,Progress Park - Glen Lyn 138 kV,37997.0,138.0,100.0,150.0,hybrid,VA,AEP,Withdrawn,gen
AG2-463,2021-03-30,Gold – Tennessee Gas 115 kV II,13301.0,115.0,100.0,80.0,solar,PA,APS,Withdrawn,gen
AG2-464,2021-03-30,Feagans Mill - Stonewall 138 kV,32801.0,138.0,96.0,80.0,hybrid,WV,APS,Withdrawn,gen
AG2-465,2021-03-30,South Tiffin - West End Fostoria 138 kV,23649.0,138.0,100.0,79.0,hybrid,OH,AEP,Withdrawn,gen
AG2-466 - moved to TC2,2021-03-30,Culloden - Wyoming 765 kV,38000.0,765.0,100.0,330.0,solar,WV,AEP,Withdrawn,gen
AG2-467 - moved to TC2,2021-03-31,Beason 345 kV ,13101.0,345.0,75.33333333333334,115.0,solar,IL,ComEd,Withdrawn,gen
AG2-468,2021-03-31,Sedge Hill – Person 230 kV,13372.0,230.0,69.5,80.0,solar,VA,Dominion,Withdrawn,gen
AG2-469 - moved to TC2,2021-03-31,Westmoreland - Oak Grove 230 kV,29595.0,230.0,100.0,80.0,solar,VA,Dominion,Withdrawn,gen
AG2-470,2021-03-31,Fostoria - Lemoyne 345 kV,38773.0,345.0,92.0,300.0,solar,OH,AEP,Withdrawn,gen
AG2-471,2021-03-31,Circleville - Biers Run 138 kV,5203.0,138.0,100.0,100.0,solar,OH,AEP,Withdrawn,gen
AG2-472,2021-03-31,Jennings-Hazelton 138kV,4401.0,138.0,100.0,50.0,solar,WV,APS,Withdrawn,gen
AG2-473,2021-03-31,Brody 138 kV,6400.0,138.0,66.66666666666667,100.0,solar,MI,AEP,Withdrawn,gen
AG2-474,2021-03-31,Mottville 138 kV,18988.0,138.0,80.88888888888889,150.0,solar,MI,AEP,Withdrawn,gen
AG2-475,2021-03-31,Chickahominy - Surry 500 kV,32812.0,500.0,100.0,500.0,storage,VA,Dominion,Withdrawn,battery
AG2-476 - moved to TC2,2021-03-31,Hokes-Grantley 69 kV II,43979.0,69.0,72.72727272727273,20.0,solar,PA,ME,Engineering and Procurement,gen
AG2-477 - moved to TC2,2021-03-31,Hokes-Jackson 69 kV III,43979.0,69.0,72.72727272727273,20.0,solar,PA,ME,Engineering and Procurement,gen
AG2-478 - moved to TC2,2021-03-31,Hokes-Jackson 69 kV IV,43979.0,69.0,72.72727272727273,20.0,solar,PA,ME,Engineering and Procurement,gen
AG2-479 - moved to TC2,2021-03-31,Penns Tap-Richfield Tie 69 kV II,56744.0,69.0,80.0,20.0,solar,PA,PPL,Active,gen
AG2-480,2021-03-31,Derry Tap-Derry Bus 69 kV II,56744.0,69.0,80.0,20.0,solar,PA,PPL,Withdrawn,gen
AG2-481 - moved to TC2,2021-03-31,Derry Tap-Derry Bus 69 kV III,56744.0,69.0,80.0,20.0,solar,PA,PPL,Active,gen
AG2-482,2021-03-31,Bowman's Mill-Scott 69 kV II,29641.0,69.0,71.23076923076923,35.0,solar,PA,PPL,Withdrawn,gen
AG2-483,2021-03-31,Bowman's Mill Tap-Scott 69 kV III,56744.0,69.0,75.29411764705883,75.0,solar,PA,PPL,Withdrawn,gen
AG2-484 - moved to TC2,2021-03-31,Mifflintown Bus-Mifflintown Tap 69 kV II,18272.0,69.0,59.25925925925925,20.0,solar,PA,PPL,Active,gen
AG2-485,2021-03-31,Columbia-West Bloomsburg 69 kV II,31870.0,69.0,100.0,20.0,solar,PA,PPL,Withdrawn,gen
AG2-486,2021-03-31,Bloomsburg-Columbia 69 kV II,31840.0,69.0,100.0,20.0,solar,PA,PPL,Withdrawn,gen
AG2-487 - moved to TC2,2021-03-31,Madison - Tanners Creek 138 kV,13755.0,138.0,100.0,152.5,solar,IN,AEP,Active,gen
AG2-488,2021-03-31,Southwest Lima 345 kV,38964.0,345.0,100.0,300.0,solar,OH,AEP,Withdrawn,gen
AG2-489,2021-03-31,Haviland – Cavett Switch 69 kV,38994.0,69.0,92.0,75.0,solar,OH,AEP,Withdrawn,gen
AG2-490,2021-03-31,Haviland – Cavett Switch 69 kV ,38994.0,69.0,92.0,75.0,solar,OH,AEP,Withdrawn,gen
AG2-491 - moved to TC2,2021-03-31,Meadow Lake 345 kV,13143.0,345.0,100.0,100.0,solar,IN,AEP,Active,gen
AG2-492 - moved to TC2,2021-03-31,Meadow Lake 345 kV,13143.0,345.0,100.0,50.0,storage,IN,AEP,Active,battery
AG2-493,2021-03-31,Phillipsburg Bus II 34.5 kV,14704.0,34.5,65.33333333333334,5.0,solar,PA,PENELEC,Withdrawn,gen
AG2-494,2021-03-31,Keewaydin 34.5 kV,16810.0,34.5,50.82352941176471,5.0,solar,OH,PENELEC,Withdrawn,gen
AG2-495,2021-03-31,Phillipsburg Bus I 34.5 kV,14704.0,34.5,67.86206896551724,5.0,solar,PA,PENELEC,Withdrawn,gen
AG2-496,2021-03-31,Bloom 34.5 kV,31840.0,34.5,58.66666666666667,5.0,solar,OH,PENELEC,Withdrawn,gen
AG2-497,2021-03-31,Tangy 138 kV,56833.0,138.0,100.0,50.0,storage,OH,ATSI,Withdrawn,battery
AG2-498 - moved to TC2,2021-03-31,Obetz 138 kV,5033.0,138.0,66.66666666666667,50.0,storage,OH,AEP,Withdrawn,battery
AG2-499,2021-03-31,Bixby 345 kV,37589.0,345.0,100.0,50.0,storage,OH,AEP,Withdrawn,battery
AG2-500,2021-03-31,Townsend 138 kV II,16002.0,138.0,100.0,50.0,storage,DE,DPL,Withdrawn,battery
AG2-501,2021-03-31,Sedge Hill - Mount Laurel 115 kV,13372.0,115.0,77.5,51.0,storage,VA,Dominion,Withdrawn,battery
AG2-502,2021-03-31,Sedge Hill - Person 115 kV,13372.0,115.0,77.5,70.0,storage,VA,Dominion,Withdrawn,battery
AG2-503,2021-03-31,Adams 138 kV,29510.0,138.0,92.0,49.9,storage,OH,AEP,Withdrawn,battery
AG2-504,2021-03-31,Delano 138 kV,23670.0,138.0,90.0,49.9,storage,OH,AEP,Withdrawn,battery
AG2-505 - moved to TC2,2021-03-31,Westvaco - Mt Zion 138 kV,813.0,138.0,71.42857142857143,14.0,other,MD,APS,Withdrawn,gen
AG2-506,2021-03-31,Carson 230 kV,33483.0,230.0,100.0,100.0,storage,VA,Dominion,Withdrawn,battery
AG2-507,2021-03-31,Crewe - Victoria DP 115 kV,7241.0,115.0,100.0,60.0,solar,VA,Dominion,Withdrawn,gen
AG2-508,2021-03-31,Dry Bread 230 kV,14444.0,230.0,54.5,85.0,solar,VA,Dominion,Withdrawn,gen
AG2-509 - moved to TC2,2021-03-31,Robinson 69 kV,29632.0,69.0,83.81818181818181,55.0,hybrid,WV,AEP,Withdrawn,gen
AG2-510,2021-03-31,Double Toll Gate 138 kV,32779.0,138.0,100.0,100.0,solar,VA,APS,Withdrawn,gen
AG2-511,2021-03-31,Double Toll Gate - Millville 138 kV,32779.0,138.0,100.0,100.0,solar,VA,APS,Withdrawn,gen
AG2-512,2021-03-31,Sulphur Creek-Loretto 69 kV,5037.0,69.0,70.0,17.5,solar,KY,EKPC,Withdrawn,gen
AG2-513,2021-03-31,Hodgenville-Sulphur Creek 69 kV,44006.0,69.0,85.71428571428572,20.0,solar,KY,EKPC,Withdrawn,gen
AG2-514,2021-03-31,Midway 345 kV II,12445.0,345.0,92.0,150.0,solar,OH,ATSI,Withdrawn,gen
AG2-515 - moved to TC2,2021-03-31,Midway 345 kV III,12445.0,345.0,92.0,100.0,solar,OH,ATSI,Withdrawn,gen
AG2-516 - moved to TC2,2021-03-31,Pecatonica 138kV,5084.0,138.0,66.66666666666667,120.0,solar,IL,ComEd,Active,gen
AG2-517,2021-03-31,Cordova Energy Center 345kV ,12186.0,345.0,93.33333333333333,120.0,hybrid,IL,ComEd,Withdrawn,gen
AG2-518 - moved to TC2,2021-03-31,Tech Drive 138 kV,6289.0,138.0,63.63636363636363,80.0,storage,VA,AEP,Active,battery
AG2-519 - moved to TC2,2021-03-31,Royerton - Desoto 138 kV,32810.0,138.0,75.0,66.5,hybrid,IN,AEP,Active,gen
AG2-520,2021-03-31,Ritchie 69 kV,31489.0,69.0,100.0,17.0,solar,MD,PEPCO,Withdrawn,gen
AG2-521,2021-03-31,Fork Union 230 kV,38501.0,230.0,80.0,85.0,solar,VA,Dominion,Withdrawn,gen
AG2-522 - moved to TC2,2021-03-31,Five Forks DP - Littleton DP 115 kV,12902.0,115.0,93.07692307692308,80.0,solar,NC,Dominion,Active,gen
AG2-523,2021-03-31,Bakers Pond 115 kV,14044.0,115.0,63.1578947368421,100.0,hybrid,VA,Dominion,Withdrawn,gen
AG2-524 - moved to TC2,2021-03-31,LaSalle Station - Mazon 138  kV,20760.0,138.0,93.33333333333333,110.0,hybrid,IL,ComEd,Active,gen
AG2-525,2021-03-31,Bonney Forge 23 kV II,13406.0,23.0,58.66666666666667,5.0,solar,MI,PENELEC,Withdrawn,gen
AG2-526,2021-03-31,Oak Grove – Saunders DP 230 kV,31454.0,230.0,100.0,100.0,solar,VA,Dominion,Withdrawn,gen
AG2-527 - moved to TC2,2021-03-31,Kewanee-Toulon 138 kV ,12052.0,138.0,93.33333333333333,200.0,wind,IL,ComEd,Withdrawn,gen
AG2-528 - moved to TC2,2021-03-31,Bustleburg Tap - Fairfield DP 115 kV,56730.0,115.0,68.42857142857143,140.0,hybrid,VA,Dominion,Withdrawn,gen
AG2-529,2021-03-31,Harrisonburg - Endless Caverns 230 kV,11605.0,230.0,100.0,150.0,hybrid,VA,Dominion,Withdrawn,gen
AG2-530,2021-03-31,Mannington Mills - Woodstown 69 kV,16817.0,69.0,60.0,19.975,solar,NJ,AEC,Withdrawn,gen
AG2-531 - moved to TC2,2021-03-31,Greystone - West Denville 34.5 kV,19039.0,34.5,92.0,20.0,storage,NJ,JCPL,Withdrawn,battery
AG2-532 - moved to TC2,2021-03-31,Pohatcong-Newburgh Tap 34.5 kV,19522.0,34.5,92.0,20.0,storage,NJ,JCPL,Withdrawn,battery
AG2-533 - moved to TC2,2021-03-31,Newburgh-Pohatcong 34.5 kV,4403.0,34.5,92.0,20.0,storage,NJ,JCPL,Withdrawn,battery
AG2-534 - moved to TC2,2021-03-31,Flanders-Pohatcong Mountain R722 34.5 kV,14648.0,34.5,67.0,20.0,storage,NJ,JCPL,Withdrawn,battery
AG2-535 - moved to TC2,2021-03-31,Hackettstown-Pohatcong J738-1 34.5 kV II,13794.0,34.5,64.72727272727273,40.0,storage,NJ,JCPL,Withdrawn,battery
AG2-536,2021-03-31,Buckeye - Ringoes 34.5 kV,5180.0,34.5,78.15384615384616,20.0,storage,NJ,JCPL,Withdrawn,battery
AG2-537,2021-03-31,Ringoes-Copper Hill Solar 34.5 kV,19136.0,34.5,63.42857142857143,20.0,storage,NJ,JCPL,Withdrawn,battery
AG2-538 - moved to TC2,2021-03-31,Ridgeway - Motion Control 46 kV,14000.0,46.0,92.0,20.0,hybrid,PA,APS,Withdrawn,gen
AG2-539,2021-03-31,Mechanicsburg - Darby 138 kV,5163.0,138.0,100.0,80.0,solar,OH,Dayton,Withdrawn,gen
AG2-540,2021-03-31,Clubhouse - Jarratt 115 kV,33432.0,115.0,100.0,80.0,hybrid,VA,Dominion,Withdrawn,gen
AG2-541 - moved to TC2,2021-03-31,Perth - Crystal Hill 115 kV,32918.0,115.0,100.0,65.0,hybrid,VA,Dominion,Withdrawn,gen
AG2-542 - moved to TC2,2021-03-31,North Shenandoah – Merck 115 kV,11606.0,115.0,100.0,70.0,hybrid,VA,Dominion,Withdrawn,gen
AG2-543,2021-03-31,Suffolk - Earleys 230 kV,3183.0,230.0,100.0,70.0,hybrid,VA,Dominion,Withdrawn,gen
AG2-544 - moved to TC2,2021-03-31,Silver Lake 345 kV,20806.0,345.0,100.0,200.0,storage,IL,ComEd,Active,battery
AG2-545 - moved to TC2,2021-03-31,Silver Lake 345 kV,20806.0,345.0,100.0,400.0,storage,IL,ComEd,Active,battery
AG2-546,2021-03-31,Van Buren - Delaware 138 kV,13731.0,138.0,100.0,150.0,hybrid,IN,AEP,Withdrawn,gen
AG2-547,2021-03-31,New Liberty - Boutwell 138 kV,41811.0,138.0,89.0909090909091,50.0,hybrid,OH,AEP,Withdrawn,gen
AG2-548 - moved to TC2,2021-03-31,Corwin - Elk 138 kV,32458.0,138.0,72.72727272727273,80.0,hybrid,OH,AEP,Active,gen
AG2-549,2021-03-31,Rineyville 69 kV,1436.0,69.0,84.21052631578947,40.0,solar,KY,EKPC,Withdrawn,gen
AG2-550 - moved to TC2,2021-03-31,Bluff Point - Randolph 138 kV,13779.0,138.0,80.9090909090909,100.0,solar,IN,AEP,Active,gen
AG2-551 - moved to TC2,2021-03-31,Bluff Point - Randolph 138 kV,13779.0,138.0,80.9090909090909,150.0,storage,IN,AEP,Active,battery
AG2-552,2021-03-31,Bullitt County 161 kV,12018.0,161.0,72.0,100.0,solar,KY,EKPC,Withdrawn,gen
AG2-553 - moved to TC2,2021-03-31,Bullitt County 161 kV,12018.0,161.0,72.0,50.0,storage,KY,EKPC,Withdrawn,battery
AG2-554,2021-03-31,East End 46 kV,5430.0,46.0,72.0,10.0,solar,PA,APS,Withdrawn,gen
AG2-555,2021-03-31,Clarion 12 kV,24525.0,12.0,74.35294117647058,10.0,solar,PA,PENELEC,Withdrawn,gen
AG2-556,2021-03-31,Sullivan - Dequine 345 kV,33035.0,345.0,100.0,339.1,other,IN,AEP,Withdrawn,gen
AG2-557,2021-03-31,Spring Mills - Millheim 46 kV,14426.0,46.0,70.26086956521739,19.9,solar,PA,APS,Withdrawn,gen
AG2-558 - moved to TC2,2021-03-31,Shawville - Phillipsburg 34.5 kV II,13893.0,34.5,92.0,39.8,solar,PA,APS,Withdrawn,gen
AG2-559 - moved to TC2,2021-03-31,Shawville - Phillipsburg 34.5 kV III,13893.0,34.5,92.0,59.7,solar,PA,APS,Withdrawn,gen
AG2-560 - moved to TC2,2021-03-31,Phillipsburg (Karthaus) 34.5 kV,14704.0,34.5,60.75,79.6,solar,PA,APS,Withdrawn,gen
AG2-561 - moved to TC2,2021-03-31,Glory - Glen Campbell 34.5 kV,13305.0,34.5,92.0,20.0,solar,PA,PENELEC,Active,gen
AG2-562 - moved to TC2,2021-03-31,Elderberry 345 kV,22546.0,345.0,58.66666666666667,767.0,gas,IN,AEP,Active,gen
AG2-563,2021-03-31,Gasburg 69 kV,43880.0,69.0,70.58823529411764,50.0,solar,VA,Dominion,Withdrawn,gen
AG2-564 - moved to TC2,2021-03-31,Sulphur Springs 138 kV,5074.0,138.0,74.07407407407408,49.99,solar,OH,AEP,Withdrawn,gen
AG2-565,2021-03-31,Kidds Store - Sherwood 115 kV,6607.0,115.0,72.72727272727273,110.0,storage,VA,Dominion,Withdrawn,battery
AG2-566 - moved to TC2,2021-03-31,Briery - Finneywood 230 kV,26634.0,230.0,66.66666666666667,110.0,storage,VA,Dominion,Active,battery
AG2-567,2021-03-31,Stanville - Dewey 138 kV,29592.0,138.0,87.5,200.0,hybrid,KY,AEP,Withdrawn,gen
AG2-568 - moved to TC2,2021-03-31,Stink Run - Sundial 138 kV,7922.0,138.0,67.0,80.0,solar,WV,AEP,Active,gen
AG2-569,2021-03-31,Rogers Road - Carson 500 kV,14056.0,500.0,76.21052631578947,150.0,storage,VA,Dominion,Withdrawn,battery
AG2-570 - moved to TC2,2021-03-31,Heritage - Wake 500 kV,33355.0,500.0,86.11764705882352,400.0,solar,VA,Dominion,Active,gen
AG2-571 - moved to TC2,2021-03-31,Heritage - Wake 500 kV,33355.0,500.0,86.11764705882352,500.0,storage,VA,Dominion,Active,battery
AG2-572,2021-03-31,Scottsville - Bremo 138 kV,38703.0,138.0,92.0,50.0,solar,VA,AEP,Withdrawn,gen
AG2-573,2021-03-31,Scottsville - Bremo 138 kV,38703.0,138.0,92.0,80.0,storage,VA,AEP,Withdrawn,battery
AG2-574,2021-03-31,Sowers 138 kV,29401.0,138.0,83.33333333333334,100.0,solar,IN,AEP,Withdrawn,gen
AG2-575 - moved to TC2,2021-03-31,Crego Rd. 138 kV,5372.0,138.0,66.66666666666667,290.0,hybrid,IL,ComEd,Withdrawn,gen
AG2-576,2021-03-31,Varner 345 kV,30929.0,345.0,66.66666666666667,180.0,solar,IN,AEP,Withdrawn,gen
AG2-577,2021-03-31,Jay 138 kV,13835.0,138.0,100.0,50.0,solar,IN,AEP,Withdrawn,gen
AG2-578,2021-03-31,Jay 69 kV,13835.0,69.0,92.0,50.0,solar,IN,AEP,Withdrawn,gen
AG2-579,2021-03-31,Fostoria 138 kV,38773.0,138.0,100.0,205.0,solar,OH,AEP,Withdrawn,gen
AG2-580 - moved to TC2,2021-01-29,Rawlings-Clover 500 kV,22498.0,500.0,72.0,150.0,solar,VA,Dominion,Withdrawn,gen
AG2-581 - moved to TC2,2021-01-29,Rawlings - Unity 500 kV,22498.0,500.0,72.0,150.0,solar,VA,Dominion,Active,gen
AG2-582 - moved to TC2,2021-03-31,Flint Run 500 kV,13268.0,500.0,78.66666666666667,2100.0,gas,WV,APS,Active,gen
AG2-583 - moved to TC2,2021-03-31,Bremo - Cartersville 230 kV,7236.0,230.0,83.63636363636364,115.0,solar,VA,Dominion,Active,gen
AG2-584,2021-03-31,Double Toll Gate - Meadowbrook 138 kV,32779.0,138.0,100.0,90.0,hybrid,VA,APS,Withdrawn,gen
AG2-585 - moved to TC2,2021-03-31,Kensignton 138kV,1731.0,138.0,82.0,55.0,solar,IL,ComEd,Active,gen
AG2-586,2021-03-31,Price 69 kV,12917.0,69.0,100.0,31.0,solar,MD,DPL,Withdrawn,gen
AG2-587 - moved to TC2,2021-03-31,Graceton 230 kV,18068.0,230.0,100.0,50.0,hybrid,MD,BGE,Withdrawn,gen
AG2-588,2021-03-31,Kittatinny - Blairstown 34.5 kV,19240.0,34.5,92.0,20.0,solar,NJ,JCPL,Withdrawn,gen
AG2-589 - moved to TC2,2021-03-31,Ravenswood - Hemlock 69 kV,21676.0,69.0,80.0,20.0,solar,OH,AEP,Withdrawn,gen
AG2-590 - moved to TC2,2021-03-31,Shingletown-Lewistown 230 kV,33160.0,230.0,100.0,92.1,hybrid,PA,PENELEC,Withdrawn,gen
AG2-591,2021-03-31,Bluebell-Sancap Tap 69 kV,35470.0,69.0,92.0,61.0,solar,OH,ATSI,Withdrawn,gen
AG2-592,2021-03-31,West Cambridge - Vienna 69 kV,13115.0,69.0,100.0,28.0,solar,MD,DPL,Withdrawn,gen
AG2-593,2021-03-31,Benton-Scott 69 kV,29999.0,69.0,100.0,20.0,hybrid,PA,PPL,Withdrawn,gen
AG2-594 - moved to TC2,2021-03-31,Benton-Scott 69 kV II,29999.0,69.0,100.0,20.0,solar,PA,PPL,Withdrawn,gen
AG2-595 - moved to TC2,2021-03-31,LaRue - North Waldo 138 kV,33915.0,138.0,66.66666666666667,65.0,solar,OH,AEP,Withdrawn,gen
AG2-596,2021-03-31,Renaker-Avon 138 kV,33039.0,138.0,66.66666666666667,65.0,solar,KY,EKPC,Withdrawn,gen
AG2-597,2021-03-31,Broadford 138 kV,5264.0,138.0,100.0,200.0,hybrid,VA,AEP,Withdrawn,gen
AG2-598,2021-03-31,Knob Lick-JB Galloway Tap 69 kV,7478.0,69.0,75.33333333333333,50.0,hybrid,KY,EKPC,Withdrawn,gen
AG2-599 - moved to TC2,2021-03-31,Furnace Brook-Warren 34.5 kV,32038.0,34.5,64.72727272727273,19.6,solar,NJ,JCPL,Withdrawn,gen
AG2-600 - moved to TC2,2021-03-31,American Can-BASF 34.5 kV,29480.0,34.5,82.0,19.6,solar,NJ,JCPL,Withdrawn,gen
AG2-601,2021-03-31,Milton 69 kV III,955.0,69.0,100.0,90.0,storage,PA,PPL,Withdrawn,battery
AG2-602 - moved to TC2,2021-03-31,Maysville 69 kV V,38712.0,69.0,86.73684210526316,50.0,storage,PA,ATSI,Withdrawn,battery
AG2-603 - moved to TC2,2021-03-31,Huffman 138 kV,32619.0,138.0,100.0,77.0,hybrid,VA,AEP,Withdrawn,gen
AG2-604,2021-03-31,Edgemont 138 kV,33947.0,138.0,100.0,94.0,hybrid,VA,AEP,Withdrawn,gen
AG2-605,2021-03-31,Skimmer - Abert 69 kV,31976.0,69.0,100.0,37.0,hybrid,VA,AEP,Withdrawn,gen
AG2-606 - moved to TC2,2021-03-31,Sunbury-Juniata 500 kV,13419.0,500.0,100.0,89.0,hybrid,PA,PPL,Withdrawn,gen
AG2-607 - moved to TC2,2021-03-31,St. Johns - Dunbrook 34.5 kV,13421.0,34.5,92.0,20.0,solar,VA,Dominion,Withdrawn,gen
AG2-608,2021-03-31,Unionville - Locust 115 kV,7440.0,115.0,100.0,80.0,hybrid,VA,Dominion,Withdrawn,gen
AG2-609,2021-03-31,Unionville - Locust Grove 115 kV,7440.0,115.0,100.0,40.0,hybrid,VA,Dominion,Withdrawn,gen
AG2-610,2021-03-31,Gold 12.5 kV,13301.0,12.5,92.0,4.998,solar,PA,PENELEC,Withdrawn,gen
AG2-611,2021-03-31,Hamlin 12 kV,16270.0,12.0,92.0,4.998,solar,PA,PPL,Withdrawn,gen
AG2-612,2021-03-31,Lakeville 12 kV,12504.0,12.0,76.21052631578947,4.998,hybrid,PA,PPL,Withdrawn,gen
AG2-613,2021-03-31,Tower Hill 34.5 kV,14165.0,34.5,92.0,5.0,solar,PA,PENELEC,Withdrawn,gen
AG2-614,2021-03-31,Mansfield 12 kV,14010.0,12.0,92.0,5.0,solar,PA,PENELEC,Withdrawn,gen
AG2-615 - moved to TC2,2021-03-31,Carlos Junction-Garrett 138 kV,31893.0,138.0,70.0,100.0,solar,MD,APS,Withdrawn,gen
AG2-616 - moved to TC2,2021-03-31,Churchtown - Upper Pittsgrove 138 kV,21702.0,138.0,92.0,50.0,solar,NJ,AEC,Active,gen
AG2-617 - moved to TC2,2021-03-31,Waugh Chapel 115 kV,31527.0,115.0,100.0,55.0,solar,MD,BGE,Active,gen
AG2-618 - moved to TC2,2021-03-31,Morgantown Unit 1 and 2,12825.0,138.0,83.04347826086956,110.0,solar,MD,PEPCO,Active,gen
AG2-619,2021-03-31,Carville 138 kV,33772.0,138.0,94.11764705882352,150.0,solar,MD,DPL,Withdrawn,gen
AG2-620,2021-03-31,Remington 230 kV,33147.0,230.0,100.0,100.0,storage,VA,Dominion,Withdrawn,battery
AG2-621 - moved to TC2,2021-03-31,Hoytdale 138 kV,35791.0,138.0,100.0,150.0,storage,PA,ATSI,Active,battery
AG2-622,2021-03-31,Hanover 230 kV,33126.0,230.0,100.0,250.0,storage,VA,Dominion,Withdrawn,battery
AG2-623,2021-03-31,,,138.0,0.0,,other,DE,DPL,Withdrawn,gen
AG2-624,2021-03-31,Pequest River-Furnace Brook Tap 34.5 kV,13388.0,34.5,52.86956521739131,19.6,solar,NJ,JCPL,Withdrawn,gen
AG2-625 - moved to TC2,2021-03-31,Pequest River-Furnace Brook Tap 34.5 kV II,13388.0,34.5,52.86956521739131,19.6,solar,NJ,JCPL,Active,gen
AG2-626 - moved to TC2,2021-03-31,Pequest River-Furnace Brook Tap 34.5 kV III,13388.0,34.5,52.86956521739131,12.5,solar,NJ,JCPL,Active,gen
AG2-627 - moved to TC2,2021-03-31,Woodstown-High Street 69 kV,19256.0,69.0,100.0,40.0,solar,NJ,AEC,Withdrawn,gen
AG2-628,2021-03-31,Spring Creek - Millcreek 138 kV,41518.0,138.0,100.0,200.0,solar,OH,Dayton,Withdrawn,gen
AG2-629,2021-03-31,Tasley - Oak Hall 69 kV II,11630.0,69.0,100.0,58.76,storage,VA,ODEC,Withdrawn,battery
AG2-630,2021-03-31,Chase City-Drakes Branch 115 kV,33224.0,115.0,100.0,118.56,storage,VA,Dominion,Withdrawn,battery
AG2-631 - moved to TC2,2021-03-31,Boydton Plank Road 115 kV,17409.0,115.0,59.25925925925925,150.0,solar,VA,Dominion,Withdrawn,gen
AG2-632,2021-03-31,Boydton Plank Road 115 kV,17409.0,115.0,59.25925925925925,200.0,storage,VA,Dominion,Withdrawn,battery
AG2-633,2021-03-31,Gary DP - Lunenburg 115 kV,7446.0,115.0,75.0,125.0,solar,VA,Dominion,Withdrawn,gen
AG2-634,2021-03-31,Gary DP – Lunenburg 115 kV ,7446.0,115.0,75.0,125.0,storage,VA,Dominion,Withdrawn,battery
AG2-635,2021-03-31,Heritage 500 kV,33355.0,500.0,86.11764705882352,270.0,solar,VA,Dominion,Withdrawn,gen
AG2-636,2021-03-31,Heritage 500 kV,33355.0,500.0,86.11764705882352,270.0,storage,VA,Dominion,Withdrawn,battery
AG2-637 - moved to TC2,2021-03-31,Randolph - Hodgin 138 kV,14093.0,138.0,62.5,150.0,solar,IN,AEP,Active,gen
AG2-638,2021-03-31,Kingsland 69 kV,6831.0,69.0,92.0,100.0,solar,IN,AEP,Withdrawn,gen
AG2-639 - moved to TC2,2021-03-31,Chickahominy 230 kV,32812.0,230.0,100.0,340.0,storage,VA,Dominion,Withdrawn,battery
AG2-640 - moved to TC2,2021-03-31,Danieltown DP–Brunswick 69 kV,46136.0,69.0,85.07692307692308,46.8,storage,VA,Dominion,Withdrawn,battery
AG2-641,2021-03-31,Palmer Springs 115 kV,11036.0,115.0,74.85714285714286,80.0,solar,VA,Dominion,Withdrawn,gen
AG2-642,2021-03-31,Palmer Springs 115 kV,11036.0,115.0,74.85714285714286,80.0,storage,VA,Dominion,Withdrawn,battery
AG2-643,2021-03-31,Curdsville DP-Willis Mt. 115 kV,14234.0,115.0,69.56521739130434,200.0,storage,VA,Dominion,Withdrawn,battery
AG2-644,2021-03-31,Morrisville 230 kV,33146.0,230.0,100.0,200.0,storage,VA,Dominion,Withdrawn,battery
AG2-645,2021-03-31,Gladys DP-Stonemill 69 kV,44005.0,69.0,66.66666666666667,60.0,storage,VA,Dominion,Withdrawn,battery
AG2-646 - moved to TC2,2021-03-31,Chesterfield 230 kV,33074.0,230.0,100.0,200.0,storage,VA,Dominion,Withdrawn,battery
