name,fid
Grinding - Badrock 138 kV,L:8685:8696:138
Addy - Redwood City 138 kV Line 1,L:8687:8937:138
Dixieland - Suitland 138 kV Cir. 1,L:8691:8932:138
Normal West-Parkside Substaition - Bethesda 138 kV,L:8694:8836:138
Normal West-Parkside Substaition - Alto 138 kV #1,L:8694:9705:138
Squamish - Grinding 138 kV Cir. 1,L:8696:9709:138
Grant Avenue - Mitchell Northwest 138 kV Cir. 1,L:8697:8899:138
O St Substation - Lyonsdale Associates 138 kV #1,L:8698:8722:138
Mitchell Northwest - Movie 138 kV Circuit 1,L:8704:8899:138
Kingswood - Suitland 138 kV #1,L:8710:8932:138
Southwest - Luxemburg 24.9 138 kV,L:8713:9710:138
Vaseaux Lake - Livingston Road 138 kV Circuit 1,L:8715:8936:138
Arlinton - Clarendon 138 kV,L:8718:9688:138
Arlington - Glen Carlyn 138 kV Cir. 1,L:8718:9706:138
Luxemburg 24.9 - Palmers Corner 138 kV Circuit 1,L:8720:9710:138
Luxemburg 24.9 - Palmers Corner 138 kV Ckt 4,L:8720:9710:138
Rock Spring - Monocacy 138 kV Cir. 1,L:8738:8764:138
Huntingdon - Mccain 138 kV Line 1,L:8742:8748:138
Ferncliff - Twin Bridges 138 kV #1,L:8754:8756:138
Krmer - Onion Crk 138 kV Cir. 1,L:8755:9014:138
Mcmillan - Leaf Riv Cellulose Llc Substation 138 kV Cir. 1,L:8757:8855:138
Calera D.S - North Strasburg 138 kV Ckt 1,L:8759:8760:138
Harford - Moreland 138 kV #1,L:8779:8787:138
Quilcene - Lake Tradition Substation 138 kV #1,L:8780:8781:138
Berkshire - Soport 138 kV,L:8782:8784:138
Berkshire - Ford Drive 138 kV Cir. 1,L:8784:8795:138
Ford Drive - Fiskville 138 kV Cir. 1,L:8795:8803:138
Mount Zion - Brighton 138 kV Cir. 1,L:8807:8871:138
Captive - Coumbia 138 kV Circuit 2,L:8809:8814:138
Captive - Pluess 138 kV Ckt 2,L:8814:8824:138
Alumax - Kleber 138 kV,L:8834:8842:138
Kensington Substation - Twinbrook 138 kV Circuit 1,L:8841:8891:138
Twinbrook - Kensington 138 kV L,L:8841:8891:138
Swinks Mill - North Canaan 138 kV Ckt 2,L:8844:9718:138
Lower Middlebury - Rockville 138 kV,L:8845:8854:138
Rockville - Glenwood 138 kV Ckt 1,L:8845:8911:138
Engle-Eastern Tap - Hunting Hill 138 kV Cir. 1,L:8847:8851:138
Engle-Eastern Tap Substation - Standard Oil 5 138 kV Ckt 1,L:8847:8858:138
Tap - Montgomery Village 138 kV L,L:8849:8869:138
Beverly Farms - Hunting Hill 138 kV #1,L:8851:8884:138
Wheaton - Mattoon West 138 kV Ckt 1,L:8864:8903:138
Mattoon West - Black Mesa 138 kV Line 1,L:8864:8905:138
Monta Vista Upper - Summit Lake Wps 138 kV Cir. 2,L:8872:8889:138
Kingserry - Floraday 138 kV,L:8876:9902:138
Kingsberry Substation - Floaday 138 kV #2,L:8876:9902:138
Summit Lke Wps - Glenwood Substation 138 kV Line,L:8889:8911:138
Kensngton - Sans Souci 138 kV,L:8891:8910:138
Van Ness - Meadow Woods South 138 kV Circuit 1,L:8912:9697:138
Redwood City - Cloverbank 138 kV,L:8937:8939:138
Oak Grove - Jason 138 kV Cir. 1,L:8961:8968:138
Jollyville - Senate Wind 138 kV Line 1,L:9015:9019:138
Fletcher - Ess Wesel 138 kV #1,L:9016:9018:138
Firstenergy R Paul Smith Power Sta - Fletcher 138 kV Cir. 1,L:9016:9029:138
Ess Wesel - Jollyville 138 kV Ckt 1,L:9018:9019:138
De Abla - Salton Sea 3 138 kV Line 1,L:9023:9027:138
Maryland Solar - Salton Sea 3 138 kV,L:9027:9080:138
North Rutland - Ft Worth Substation 138 kV,L:9035:9053:138
Ascutney Substation 345-138 kV TX Bank 1,X:9071:345:138
Krugerville - Pleasant View 138 kV Circuit 1,L:9085:10064:138
Humbug - Clifton Forge 138 kV Ckt 1,L:9139:9140:138
Aliance - Humbug 138 kV Circuit 1,L:9139:9177:138
Heights Reit - Cifton Forge 138 kV Line 1,L:9140:9146:138
Phillips Substation - E Longmeadow 138 kV line,L:9141:9172:138
Las Monjas 1416 - East Longmeadow 138 kV Circuit 1,L:9141:9196:138
E Longmeadow - Las Monjas 1416 138 kV Circuit 3,L:9141:9196:138
Lowmor - Hts Reit 138 kV Line 1,L:9146:9666:138
Craigsville - Alliance 138 kV Cir. 1,L:9174:9177:138
Johns Island - Segin 138 kV Cir. 1,L:9178:9181:138
Johns Island - Pavant 138 kV,L:9178:9183:138
Pavant - Stuarts Draft 138 kV Line 1,L:9183:9187:138
Stuarts Draft - Windermere 138 kV,L:9187:9191:138
Las Monjas 146 Substation - Bath County Substation 138 kV #2,L:9196:9654:138
Bath County - Las Monas 1416 138 kV,L:9196:9654:138
Old Chapel - Hp Hood Ct 138 kV Line 1,L:9318:9395:138
Lusk - Old Chapel 138 kV,L:9318:9818:138
Randolph Field Substation - North Delphos Substation 138 kV Cir. 1,L:9319:9607:138
Riverton - Front Royal 138 kV Cir. 1,L:9320:9674:138
Domtar 2 Tap - Double Toll Gate 138 kV #1,L:9322:9393:138
Hp Hood Ct - Domtar 2 Tap Substation 138 kV,L:9322:9395:138
Domtar 2 Tap - Front Royal 138 kV,L:9322:9674:138
Front Royal - Domtar 2 Tap 138 kV Ckt 2,L:9322:9674:138
Canal St - Buttercup 138 kV,L:9349:9819:138
Stonewall - Destrehan 138 kV #1,L:9388:18213:138
Woodland Tap - Antelope Mine 138 kV Ckt 1,L:9392:9394:138
Woodland Tap - Vly View 138 kV Cir. 1,L:9392:9576:138
Antelope Mine - W Winchester 138 kV Cir. 1,L:9394:9397:138
Chaparral - W Winchester 138 kV Ckt 1,L:9397:9399:138
W Winchester - Unerground 138 kV Circuit 1,L:9397:9403:138
Chaparral 345/138kV Transformer T1,X:9399:345:138
Chaparral - Front Royal 345 kV line,L:9399:9674:345
Cllege - Underground 138 kV,L:9403:9404:138
Ashfeld - Girvan 138 kV Cir. 1,L:9559:9567:138
Vly View - N Delphos 138 kV Line 1,L:9576:9607:138
Front Royal 345 kV/138 kV XFMR Bank 1,X:9674:345:138
Annandale - Station 138 138 kV Circuit 1,L:9694:9882:138
Moorhead - Rock Lake Ct 138 kV L,L:9695:9849:138
Glen Carlyn - Deepcreek 138 kV Cir. 1,L:9703:9706:138
Tulloch - Pentagon 138 kV Line 1,L:9708:9714:138
Carderock - Masonville Uppco 138 kV Circuit 1,L:9715:9901:138
Floraday - Carderock Substation 138 kV,L:9715:9902:138
Carderock - Floraday 138 kV Ckt 2,L:9715:9902:138
Watsonville - King'S Mill 138 kV Circuit 1,L:9746:9750:138
King'S Mill - Dow 138 kV,L:9746:10090:138
Watsonville - Jennings Lodge 138 kV #1,L:9750:10285:138
Wheelabrator Portsmouth - Reeves Ave 138 kV,L:9759:9761:138
Cato - Brandy Branch 138 kV Cir. 1,L:9760:10213:138
Brandy Branch - Cato 138 kV Cir. 2,L:9760:10213:138
Benton - Wilkins Slough 138 kV Ckt 1,L:9766:10216:138
Pasadena - Benton 138 kV #1,L:9766:10230:138
Simpson Stuart - Duck Crk 138 kV #1,L:9817:18212:138
Electric Avenue Facility - Sanger Power And Feed 138 kV,L:9820:10262:138
Harewood Substation - Rock Lake Ct 138 kV Line 1,L:9846:9849:138
Fruitridge & S. Land Park - Quaker Hill 138 kV Circuit 1,L:9856:9862:138
Ballston - Green Springs Substation 138 kV Line 1,L:9858:9895:138
Loudon Substation - Yardley Ridge 138 kV,L:9864:10033:138
Dranesville - Honeygo Substation 138 kV Line 1,L:9870:9896:138
Honeygo - Dranesville 138 kV #2,L:9870:9896:138
Sta 138 - Braddock 138 kV Line 1,L:9882:9884:138
Ballston - Dulles 138 kV,L:9894:9895:138
Dulles Substation - Riteaid 138 kV Line 1,L:9894:10061:138
Dranesville Substation - San Carlos 138 kV Ckt 1,L:9896:9908:138
Riteaid - Hemdon 138 kV Line 1,L:9898:10061:138
Rio Piedras Heights83 1345 - Novec Smoketown 138 kV Line,L:9909:10166:138
Rio Piedrs Heights83 1345 - Novec Smoketown Substation 138 kV Ckt 2,L:9909:10166:138
Occoquan Substation - Entergy Sta S 138 kV Circuit 1,L:9913:10165:138
Morrisville - Sowego Dp 138 kV Circuit 1,L:9918:9919:138
Sowego Dp - Marquette Energy Ctr 138 kV,L:9919:10138:138
Blackjack - Thomson Reuters Campus Bldg A-D Substation 138 kV Ckt 1,L:9942:9950:138
Tanners Pt - Sewell'S Pt 138 kV Ckt 1,L:9958:10102:138
Del Rio - Ken Front 138 kV Circuit 1,L:9977:9996:138
Rawhide - Butte 138 kV Circuit 1,L:9990:9994:138
Butte - Northeast 138 kV L,L:9990:9995:138
Nameless - Palm Valley 138 kV,L:9993:9997:138
Lucky - Northeast 138 kV L,L:9995:10302:138
Richmond Energy - Kern Front 138 kV Line,L:9996:10173:138
Calmat - Magdalena 138 kV line,L:10008:10091:138
White Stone Substation - 4602 Coamo 138 kV,L:10028:10078:138
Brambleton - Yardley Ridge Substation 138 kV Circuit 1,L:10031:10033:138
Mejia Tap Ns Line - Pleasant View 138 kV Cir. 1,L:10043:10064:138
Mejia Tap Ns Line - Southwest Research Intitute 138 kV,L:10043:10146:138
Colony - Hylebos 138 kV Line 1,L:10084:10089:138
Ft Eustis Substation - Ponnequin 138 kV Circuit 1,L:10087:10254:138
Dow - Ponnequin 138 kV #1,L:10090:10254:138
Sewell'S Point Substation - Monohans 138 kV Circuit 1,L:10102:10105:138
Todds Tavern Dp - Indrio 138 kV,L:10119:10181:138
North Anna - Indio 138 kV,L:10119:10279:138
Marquette Energy Ctr Substation - Prince William Dp 138 kV #1,L:10138:10272:138
Prince William Dp - Marquette Energy Center Substation 138 kV Line,L:10138:10272:138
Cornelius - Rienzi 138 kV Circuit 1,L:10150:10155:138
Rienzi Substation - Lindendale D.P 138 kV Ckt 1,L:10155:10161:138
Lakeridge - Entergy Sta South Substation 138 kV #1,L:10163:10165:138
Grayland - Ag Reliant 345 kV Cir. 1,L:10205:10297:345
Brandy Branch - Pasadena 138 kV,L:10213:10230:138
Upsco - Rosiere 138 kV Cir. 1,L:10237:10245:138
Seaford - Irvine 138 kV Cir. 1,L:10253:10299:138
Pillar 138/14 kV Auto T1,X:10286:138:14
Coffeeville - Gleneden Substation 138 kV Circuit 1,L:10287:10296:138
Cooper Ranch - W Ina 138 kV Circuit 1,L:17045:17048:138
Copco 2 - 3007 And 3015 Gautier Benitez 138 kV Line 1,L:17212:17773:138
Coachella City - Badoura 230115 Kv 138 kV,L:17580:17583:138
Badoura 230115 Kv - Coachella City 138 kV Cir. 2,L:17580:17583:138
Destrehan - Folsom 138 kV Line 1,L:17891:18213:138
R S Nelson - Bahia 138 kV Line 1,L:17900:18447:138
Elliot Park - Polk 138 kV,L:17903:17918:138
Monroe Ne Substation - Polk 138 kV Ckt 1,L:17907:17918:138
Napavine - Petro Canada 138 kV Line,L:17947:17957:138
Murphy Substation - Bel Air 138 kV Ckt 1,L:17959:18600:138
Priso Hill - Pinehurst 345 kV Cir. 1,L:17977:18708:345
Anheuser Busch - Roebuck 138 kV line,L:18047:18176:138
Gay Mills - Dunlavy 138 kV Line 1,L:18062:18526:138
E Terra Haute - Gardier 138 kV Circuit 1,L:18130:18138:138
Laurelwood - Difficulty 138 kV Line 1,L:18140:18141:138
Granite Hills Tap - Royalton 138 kV Line 1,L:18143:18388:138
Vandolah Power Sta - Yazoo 138 kV,L:18144:18155:138
Gears - Alpha Rd 138 kV Ckt 1,L:18145:18146:138
Killeen - Cedar Bayou 138 kV Line,L:18169:18170:138
Feagan'S Mill - Lamar Hvdc Tie 138 kV Line 1,L:18203:18211:138
Pac Troutdale - Mosaic Co Bartow Facility Substation 138 kV Cir. 1,L:18238:18257:138
Cpi Usa Nc Southport - Tackett Crk 138 kV Cir. 1,L:18271:18521:138
South Summitville - Nash 138 kV line,L:18275:18276:138
Bel Air - S Summitville 138 kV,L:18276:18600:138
Dragon Court - Bluestone 138 kV Circuit 1,L:18419:18420:138
Gavin Power Llc - Sporn 230 kV Line 1,L:18707:19543:230
Trimble - Greens Bayou 345 100 kV Ckt 1,L:18729:18733:100
Greens Bayou 345 - Steel Sun 100 kV #1,L:18733:19283:100
Wagley Robertson - Model City Energy Facility 100 kV,L:18737:18843:100
John Day 2 - Model City Energy Facility 100 kV Ckt 1,L:18737:19352:100
St. Thomas Hospital - Clackamas 100 kV Line,L:18742:19622:100
Berkeley - Buda 100 kV #1,L:18784:18903:100
Rochester Hydro - Limon Wind 1 Substation 100 kV,L:18789:19202:100
Quartz - Wheelabrator Bridgeport 100 kV Line 1,L:18796:18813:100
Harmon - Kirksville 100 kV,L:18800:19591:100
Contra Costa Substation - Tuscoa E 100 kV Cir. 1,L:18824:19549:100
Desert Road - E Orange 100 kV L,L:18831:19272:100
Robbinsville - Sutter 100 kV,L:18832:18834:100
Windhub - Robbinsville 100 kV #1,L:18832:18845:100
Mechanicsburg - Sutter 100 kV Ckt 1,L:18834:18835:100
Lyons Falls Hydroelectric - Mechanicsburg 100 kV line,L:18835:18988:100
Stagg - Indian River 100 kV,L:18836:18840:100
Tombll - Rock Island 100 kV Ckt 1,L:18837:19385:100
Barnes - Dps Ocean Spray 100 kV Line 1,L:18838:18848:100
Windhub - Dps Ocean Spray 100 kV #1,L:18845:18848:100
Tennssee Ave - North Oakland 100 kV Cir. 1,L:18846:18847:100
North Oakland 230/100kV XFMR Bank 1,X:18847:230:100
North Oaklad 230 kV/100 kV Transformer Bank,X:18847:230:100
N Oakland - Urbana 100 kV,L:18847:18861:100
Duke - North Oakland 100 kV Ckt 1,L:18847:18989:100
San Ysidro - N Oakland 100 kV Cir. 1,L:18847:19353:100
Central Ephrata - Brodhead North 100 kV,L:18857:18872:100
Great Falls Sc - Cedar Hill 100 kV Line 2,L:18862:18867:100
Dead Riv - Golden Sands 100 kV Ckt 1,L:18881:18885:100
Dead Riv - Everglades City 100 kV,L:18881:19262:100
Fourth Branch Hydroelectric Facility - 30Th Ave 100 kV Cir. 1,L:18882:19237:100
Gleason - Fourth Branch Hydroelectric Facility 100 kV Line 1,L:18882:19260:100
Brook Road - Beckjord 100 kV,L:18887:18889:100
Buda - Brook Road 100 kV Line,L:18889:18903:100
Vlsi - Blackwell 100 kV Line,L:18890:19521:100
Buda - Everglades City 100 kV,L:18903:19262:100
Waldo - Moss Lake 230 kV Ckt 1,L:18942:18943:230
Moss Lake - Galion Generating Sta 230 kV Line 1,L:18943:20261:230
Coyote Pt - Rec Bradford 100 kV Circuit 1,L:18945:18949:100
Coyote Point 230 kV/100 kV Transformer Bank T1,X:18949:230:100
Coyote Pt 230/100 kV Autotransformer #2,X:18949:230:100
Coyote Pt 230/100 kV Autotransformer,X:18949:230:100
Coyote Pt - S Cannon Fals 100 kV Line,L:18949:19400:100
South Cannon Falls - Coyote Pt Substation 100 kV Ckt 2,L:18949:19400:100
Coyote Point - S Cannon Falls 100 kV,L:18949:19400:100
Indeck Corinth Energy Ctr - Arco 100 kV Ckt 1,L:18953:18954:100
Unionridge - Indeck Corinth Energy Ctr Substation 100 kV #1,L:18954:18955:100
Wauneta - Oconto Falls Upper 100 kV #1,L:18959:18960:100
Muddy Ridge - Shouns 100 kV,L:18968:18972:100
New Spackenkill - Rec Newark 100 kV,L:18980:18981:100
New Spackenkill - Ju St 100 kV Ckt 1,L:18980:19026:100
Rec Newark 100-1 kV Transformer Bank Bank 1,X:18981:100:1
Lyons Falls Hydroelectric - Seaway 100 kV Circuit 1,L:18988:19141:100
Mustang - H B Robinson 100 kV L,L:18996:19558:100
Cherokee County Cogen - Bellingham 100 kV Line 1,L:18999:19270:100
Millers Ferry - Hawkins Street 100 kV Cir. 1,L:19005:19073:100
Powerline Elkhorn - Reedy Crk 100 kV #1,L:19007:19565:100
Wstrock Hodge La - W Millersport 100 kV Cir. 1,L:19008:19009:100
W Millersport - Millersport 100 kV,L:19009:19023:100
Ranle - Avera 100 kV Line 1,L:19010:19113:100
Chapman - Gosling 100 kV #1,L:19011:19028:100
Kirk - Millersport 100 kV Ckt 1,L:19023:19050:100
Interstate - T.R.A 100 kV,L:19024:19025:100
T.R.A - Jug Street 100 kV,L:19025:19026:100
Winding Way-New York - Bimley 100 kV,L:19029:19096:100
Crescent City - Paterson Ferry 100 kV,L:19031:19032:100
Brimley - Cocoplum 100 kV,L:19033:19096:100
Caryville - Skin Fork 100 kV Ckt 1,L:19043:19140:100
Curlew - Schoolcraft 100 kV #1,L:19051:19137:100
Sugarcreek - N Park 100 kV,L:19054:19059:100
E Ridge - Sugarcreek 100 kV Line 1,L:19054:19069:100
Sugarcreek - E Rige 100 kV #2,L:19054:19069:100
Huntington - Ainsworth Wid Substation 100 kV,L:19055:19056:100
Ainsworth Wind Substation - Penobscot Energy Recovery 100 kV Circuit 1,L:19056:19061:100
Ainsworth Wind Substation - Santa Teresa 100 kV #1,L:19056:19085:100
N Park - Hawkins St 100 kV #1,L:19059:19073:100
Hawkins St - N Park 100 kV Cir. 2,L:19059:19073:100
Penobscot Energy Recovery - Johnair Substation 100 kV Ckt 1,L:19061:19066:100
Little Union - Smith Electrical 100 kV Circuit 1,L:19062:19104:100
Fall City - Short Mtn 100 kV,L:19065:19068:100
Fall City Substation - Santa Teresa 100 kV #1,L:19065:19085:100
Fall City - Haveda 100 kV Cir. 1,L:19065:19093:100
Wilmington Station C Tap - Johnair 100 kV Ckt 1,L:19066:19109:100
E Ridge - Short Mtn 100 kV Circuit 1,L:19068:19069:100
Halfway - Short Mountain 100 kV Cir. 1,L:19068:19082:100
E Broad St - Santa Maria 100 kV Ckt 1,L:19072:19074:100
Hawkins St Substation - N Silver Substation 100 kV,L:19073:19083:100
Westinghouse - Maraschino 100 kV Circuit 1,L:19084:19089:100
Haveda - Flambeau Solar Partners 100 kV Cir. 1,L:19093:19100:100
Fishhawk - Haveda 100 kV,L:19093:19134:100
Central Ohio Bioenergyplant 1 - Pearl Ave 100 kV,L:19098:19115:100
Ozark Beach - Pearl Ave 100 kV #1,L:19098:19577:100
Sydney Rd - St Cloud 100 kV Cir. 1,L:19099:19101:100
Flambeau Solar Partners - Estacada 100 kV Ckt 1,L:19100:19102:100
Kleburg - Belridge 1B 100 kV Line 1,L:19110:19116:100
Carboundum - E Hills 100 kV Circuit 1,L:19111:19118:100
Avera - Tillman 100 kV #1,L:19113:19466:100
Picway - Reedy Crk 100 kV Line,L:19125:19565:100
Getchel - Fishhawk 230 kV Circuit 1,L:19131:19134:230
Bellbrook - Alpha 100 kV Circuit 1,L:19169:19173:100
Bllbrook - Calderwood 100 kV,L:19169:19182:100
Trebein - Greene 100 kV Ckt 1,L:19170:19172:100
Upr - Bayou Chico Substation 100 kV Cir. 1,L:19239:19259:100
Sun Harbor - Tande 100 kV Circuit 1,L:19269:19584:100
Sun Harbor Substation - Rec Harmony 100 kV Circuit 1,L:19269:19908:100
Plaster - Cherokee County Cogen 100 kV Cir. 1,L:19270:19271:100
Plaster - Rec Harmony 100 kV Line 1,L:19271:19908:100
Cagnon Rd Substation - Gilroy Food 100 kV Cir. 1,L:19332:19343:100
Martin Uther King - Orange Blossom Electric 100 kV Ckt 2,L:19337:19345:100
Larsen Memorial - Gilroy Food 100 kV,L:19343:19344:100
Blue Racer - Muskogee 100 kV Cir. 1,L:19348:19350:100
John Day 2 - Tande 100 kV Circuit 1,L:19352:19584:100
Miami - Rock Island 100 kV Cir. 1,L:19385:19435:100
Tc Water 100 kV/1 kV XFMR Bank 1,X:19396:100:1
Waterfront - South Cannon Falls 100 kV #1,L:19397:19400:100
Lea Co. Waits - S Cannon Falls 100 kV,L:19400:19406:100
Lea Co. Waits - Arro 100 kV,L:19406:19415:100
Findlay Wind Farm - Chaska Sw Sta 230 kV L,L:19451:19636:230
Chaska Sw Sta - Galion Generating Sta 230 kV line,L:19451:20261:230
Brrows Crossing Road - Star Peak 100 kV Ckt 1,L:19512:19516:100
Brewster 230/100kV Autotransformer #2,X:19592:230:100
Brewster Substation 230/100 kV Transformer Bank,X:19592:230:100
Aldrich - Centerville Sw 100 kV,L:19595:19597:100
Centerville Sw - Frostkraft Substation 100 kV #1,L:19595:19623:100
Root River - Buffton 100 kV Cir. 1,L:19596:19600:100
Root River - Estero 100 kV Ckt 1,L:19596:19898:100
Aldrich - Re Harmony 100 kV Line 1,L:19597:19908:100
Pinto Vly - Summer St 100 kV Ckt 1,L:19598:19599:100
Buffton - Pinto Valley 100 kV Ckt 1,L:19599:19600:100
Buffton - Whirlpool Corporation - Ottawa Wind Farm 100 kV Ckt 1,L:19600:19602:100
Whirlpool Corporation - Ottawa Wind Farm - Deerfield 100 kV #1,L:19602:20114:100
E Side Lima - Frostkraft Substation 100 kV,L:19615:19623:100
Sterling - Frostkraft Substation 100 kV Circuit 1,L:19619:19623:100
Dorchester 230-100 kV Transformer,X:19626:230:100
Carquinez - Todd 100 kV Cir. 1,L:19628:19718:100
Findlay Wind Farm 230/100 kV Auto #1,X:19636:230:100
Findlay Wind Farm 230/100 kV Transformer Bank,X:19636:230:100
Findlay Wind Farm - Forbing Road 100 kV Circuit 1,L:19636:20116:100
Findlay Wind Farm - Hambrick 100 kV Cir. 1,L:19636:20118:100
Perry - Valley Home 100 kV #1,L:19665:19666:100
Perry - Northward 100 kV #1,L:19665:20296:100
Colby City Of - Alliance Castings 100 kV Line 1,L:19682:20162:100
Leetonia 230-138 kV Transformer Bank T1,X:19685:230:138
Ninemilept - Warrensburg 100 kV Ckt 1,L:19706:19707:100
Warrensburg - Kamiah 100 kV Line,L:19707:19714:100
Los Medanos - Elm 100 kV Line 1,L:19708:19711:100
Los Medanos Substation - Celilo 100 kV Line 1,L:19708:19713:100
Rockview - Niguel 100 kV Line 1,L:19709:19710:100
Niguel - West Mount Vernon 100 kV,L:19710:20119:100
Kamiah Substation - Plum St 100 kV Circuit 1,L:19714:20259:100
Charles R Lowman - Germantown Sw Yd 100 kV Cir. 1,L:19715:19915:100
Houma Substation - Salado Substation 100 kV line,L:19716:19967:100
Houma - City Of Shelby Electric Distribution 100 kV L,L:19716:20292:100
Carquinez Substation - Molalla 100 kV,L:19718:20117:100
Jarrell East - Cypress-Manzanita 100 kV line,L:19726:19806:100
Alford - Plumas 100 kV #1,L:19731:19811:100
Brigatano - Eagle Eye 100 kV Line 1,L:19733:19753:100
Eagle Eye Substation - Lents 100 kV,L:19733:19773:100
St. Charles Power Plant Substation - Progressive 100 kV Circuit 1,L:19734:19928:100
Hutchinson Plant 1 - Seal Rock 100 kV Line 1,L:19735:19929:100
Lark - Reach 100 kV Ckt 1,L:19736:19752:100
Collinwood - Ninemile 100 kV Ckt 1,L:19743:19794:100
Barceloneta Tc - Kepler 100 kV Ckt 1,L:19750:19751:100
Barceloneta Tc - Reach 100 kV,L:19750:19752:100
Kepler - Lents 100 kV Circuit 1,L:19751:19773:100
Burro Canyon - Cannon 100 kV Circuit 1,L:19758:19790:100
La Parguera 6603 - Gallo 100 kV,L:19764:20053:100
Calden - Genoa 100 kV #1,L:19778:20204:100
Saltspring Tap - Imperial 100 kV,L:19780:19785:100
Imperial - Genoa 100 kV #1,L:19780:20204:100
W Memphis - Mcclain 100 kV Ckt 1,L:19781:19821:100
Saltspring Tap - Union Chemical 100 kV #1,L:19785:20055:100
Medina Base - Lewisville 100 kV Line,L:19789:19818:100
Goodpasture - Bellows Falls 100 kV Ckt 1,L:19804:19963:100
Goodpasture - Bellows Falls 100 kV #2,L:19804:19963:100
Coos Bay - Lewisville 100 kV L,L:19818:19819:100
Quaker Oats - Chevron 100 kV Circuit 2,L:19822:19824:100
Craven County Wood Energy Lp - Pgg - Prince G 100 kV Line 1,L:19825:19830:100
Autaugaville - Craven County Wood Energy Lp 100 kV Circuit 1,L:19825:19834:100
Twin Lake - Pgg - Prince G 100 kV Cir. 1,L:19830:19831:100
James B. Black - Hondo 100 kV Ckt 1,L:19847:19848:100
Castalia - Clear Crossing 100 kV Circuit 1,L:19850:20072:100
Icegen - Greenport 100 kV #1,L:19862:19863:100
Twinsburg - Norfolk 100 kV Cir. 1,L:19870:20206:100
Norfolk Substation - Maxwell 100 kV,L:19870:20208:100
South Elma - Brookhaven 100 kV Line,L:19877:19878:100
Brookhaven - Angel Mounds 100 kV Circuit 1,L:19877:19879:100
S Elma - Leroy Ctr 100 kV Ckt 1,L:19878:19921:100
East Findlay Substation - North Beaverdam 100 kV Line 1,L:19895:19906:100
N Beaver Dam - Lion Mountain 100 kV Circuit 1,L:19906:20257:100
West Btesville 230/1kV Autotransformer,X:19917:230:1
Calera T.S 230/100kV XFMR Bank 1,X:19941:230:100
Calera T.S - Gilstrap 100 kV #1,L:19941:19943:100
Calera T.S - Gilstrap 100 kV,L:19941:19943:100
White Bluff - Menands 100 kV #1,L:19946:19947:100
Menands - Fishhole 100 kV Ckt 1,L:19946:20059:100
White Bluff - Sierra Linda 1704 Substation 100 kV #1,L:19947:19948:100
White Bluff - Arvada Substation 100 kV Cir. 1,L:19947:19949:100
Sierra Linda 1704 Substation - Oberlin Oh 100 kV,L:19948:19964:100
Arvada - Sour Lake 100 kV Cir. 1,L:19949:19965:100
Barnes Jct Substation 230 kV/100 kV Auto Bank 1,X:19952:230:100
Barnes Junction 230/100kV Autotransformer T2,X:19952:230:100
Barnes Jct 230 kV/100 kV TX T3,X:19952:230:100
Barnes Jct - Beaver 230 kV Cir. 1,L:19952:20264:230
Rapide Croche - Columbia Energy Center Sc 100 kV,L:19953:19954:100
Columbia Energy Center Sc Substation - Rapide Croche 100 kV Line 2,L:19953:19954:100
West Medina - Mcintosh Substation 100 kV #1,L:19955:19957:100
Ryan Substation - W Medina 100 kV Line 1,L:19957:19958:100
Ryan 230/1kV Transformer Bank,X:19958:230:1
Ryan 100/1kV Autotransformer Unit 1,X:19958:100:1
Heritage - Ryan 100 kV Line 1,L:19958:19959:100
Heritage - Fishhole 100 kV #1,L:19959:20059:100
Abbe - Bellows Falls 100 kV Line,L:19961:19963:100
Abbe - Bellows Falls 100 kV,L:19961:19963:100
Oberlin Oh - Perry 162 100 kV Line,L:19964:20311:100
Sour Lake - St Cloud 100 kV Line 1,L:19965:20276:100
Salado - Saint Cloud 100 kV Line 1,L:19967:20276:100
Bedford 2 - Saugus 100 kV Line 1,L:19968:20076:100
New Camp 230/100kV Transformer Bank T1,X:19977:230:100
Glen Substation - Electra Tap 1 100 kV Circuit 1,L:19978:20289:100
Candelaria - Moss Landing 100 kV line,L:19987:21380:100
Daniel Siding 230/100 kV TX,X:19998:230:100
Boardman - Tartesso Substation 100 kV Circuit 1,L:20040:20041:100
Thrive Fontana - Bath 100 kV Ckt 1,L:20046:20200:100
Tusc - Coventry 100 kV #1,L:20050:20186:100
Silver Spur - Coply 100 kV Line 1,L:20052:20192:100
Carr - Dayton'S Bluff 100 kV Line 1,L:20071:20131:100
Carr - Toy Energy Llc 100 kV Line 2,L:20071:20280:100
Carr - Ulrich 100 kV,L:20071:20307:100
Belle Glade - White Rock-Nike 100 kV Cir. 1,L:20075:20124:100
Thunderbird - Belle Glade 100 kV #1,L:20080:20124:100
Portage Lakes - Nimisila 100 kV L,L:20086:20198:100
Twinsburg - Chamberlin 100 kV #2,L:20091:20206:100
Raenna - Mt. Vernon 100 kV Circuit 1,L:20097:20098:100
Mt. Vernon Substation - Sub 20105 100 kV,L:20098:20105:100
San Rafael - Fremont Energy Ctr 100 kV Ckt 1,L:20125:20126:100
San Rafael - Dayton'S Bluff 100 kV L,L:20125:20131:100
Nooksett Hydro - Ulrich 100 kV,L:20129:20307:100
Alleghany - Hagan 230 kV Circuit 1,L:20133:20299:230
Pawling - Savona Substation 100 kV Line 1,L:20149:20163:100
