project_id,publication_date,parsed_project_id,mw,poi_str,n_facilities_stated,n_findings_parsed,n_fid_resolved,total_cost_usd,n_queue_ahead,warnings,template
Q19-1145,2020-03-29,Q19-1145,139.7,,,0,0,0.0,,,A
Q19-1150,2020-03-22,Q19-1150,111.6,,2.0,2,2,19049000.0,,,A
Q19-1173,2020-03-21,Q19-1173,21.2,,4.0,4,4,13648000.0,449.0,,A
Q19-1188,2020-03-29,Q19-1188,36.2,,10.0,10,10,44342000.0,463.0,,A
Q19-1206,2020-03-21,Q19-1206,332.7,,25.0,25,23,46676000.0,,,C
Q18-0951,2020-04-20,Q18-0951,421.0,,,0,0,0.0,,,A
Q18-0956,2020-04-30,Q18-0956,67.6,,7.0,7,7,8683000.0,252.0,,C
Q18-0958,2020-04-15,Q18-0958,124.2,,4.0,4,4,2239000.0,253.0,,B
Q18-0963,2020-04-27,Q18-0963,77.6,,,0,0,0.0,,,B
Q18-0988,2020-05-04,Q18-0988,830.9,,1.0,1,1,1120000.0,,,A
Q18-1005,2020-04-28,Q18-1005,53.3,,,0,0,0.0,,,C
Q18-1022,2020-04-18,Q18-1022,175.2,,1.0,1,1,327000.0,303.0,,A
Q18-1030,2020-04-18,Q18-1030,48.8,,1.0,1,1,1534000.0,,,C
Q18-1044,2020-04-26,Q18-1044,250.4,,9.0,9,8,1528000.0,,,A
Q18-1061,2020-04-27,Q18-1061,305.6,,7.0,7,6,22309000.0,,,C
Q18-1080,2020-04-23,Q18-1080,87.8,,7.0,7,7,1883000.0,,,C
Q18-1117,2020-05-03,Q18-1117,241.7,,,0,0,0.0,388.0,,A
Q18-1121,2020-04-27,Q18-1121,114.8,,,0,0,0.0,,,C
Q19-1161,2020-04-22,Q19-1161,72.7,,3.0,3,3,1561000.0,427.0,,C
Q19-1176,2020-04-19,Q19-1176,111.9,,16.0,16,16,13005000.0,442.0,,C
Q19-1183,2020-05-04,Q19-1183,121.7,,,0,0,0.0,448.0,,B
Q19-1197,2020-04-28,Q19-1197,372.1,,13.0,13,13,90035000.0,,,C
Q19-1201,2020-04-21,Q19-1201,65.5,,1.0,1,1,3357000.0,466.0,,C
Q19-1202,2020-04-24,Q19-1202,234.3,,11.0,11,11,82692000.0,,,A
Q19-1205,2020-04-26,Q19-1205,170.3,,,0,0,0.0,470.0,,A
Q19-1216,2020-04-21,Q19-1216,175.5,,6.0,6,6,22134000.0,481.0,,C
Q19-1230,2020-04-22,Q19-1230,124.5,,6.0,6,6,684000.0,495.0,,A
Q18-0955,2020-05-29,Q18-0955,185.8,,1.0,1,1,513000.0,,,A
Q18-1004,2020-05-28,Q18-1004,172.5,,,0,0,0.0,272.0,,A
Q18-1039,2020-05-27,Q18-1039,31.0,,,0,0,0.0,304.0,,A
Q18-1064,2020-05-20,Q18-1064,340.6,,5.0,5,5,6345000.0,,,A
Q18-1094,2020-05-27,Q18-1094,92.8,,,0,0,0.0,353.0,,C
Q18-1101,2020-05-19,Q18-1101,129.1,,,0,0,0.0,356.0,,A
Q19-1153,2020-05-22,Q19-1153,64.9,,,0,0,0.0,406.0,,A
Q19-1157,2020-05-20,Q19-1157,58.1,,1.0,1,1,124000.0,,,C
Q19-1174,2020-05-21,Q19-1174,84.6,,1.0,1,1,9000.0,426.0,,C
Q19-1178,2020-05-28,Q19-1178,318.9,,,0,0,0.0,430.0,,B
Q19-1195,2020-05-18,Q19-1195,79.2,,25.0,25,25,10736000.0,,,C
Q19-1238,2020-05-21,Q19-1238,101.5,,11.0,11,11,20408000.0,,,A
Q18-0985,2020-06-20,Q18-0985,170.2,,,0,0,0.0,250.0,,C
Q18-0992,2020-07-02,Q18-0992,240.9,,15.0,15,14,107637000.0,256.0,,A
Q18-1051,2020-06-29,Q18-1051,109.0,,20.0,20,20,7084000.0,,,C
Q18-1076,2020-07-04,Q18-1076,151.4,,5.0,5,5,1187000.0,,,A
Q18-1098,2020-06-26,Q18-1098,76.0,,2.0,2,2,313000.0,,,A
Q18-1130,2020-06-18,Q18-1130,279.7,,25.0,25,25,22883000.0,375.0,,C
Q19-1158,2020-07-03,Q19-1158,262.7,,11.0,11,11,87333000.0,,,A
Q19-1180,2020-06-19,Q19-1180,181.7,,,0,0,0.0,422.0,,C
Q19-1203,2020-06-25,Q19-1203,135.9,,45.0,45,45,60437000.0,444.0,,B
Q19-1221,2020-07-01,Q19-1221,158.0,,25.0,25,25,5257000.0,,,A
Q19-1225,2020-07-03,Q19-1225,204.3,,,0,0,0.0,465.0,,B
Q19-1229,2020-06-26,Q19-1229,69.5,,25.0,25,25,5366000.0,,,A
Q19-1244,2020-06-26,Q19-1244,50.4,,4.0,4,4,635000.0,484.0,,C
Q18-0999,2020-07-20,Q18-0999,959.1,,7.0,7,7,38012000.0,,,B
Q18-1020,2020-07-19,Q18-1020,54.9,,2.0,2,2,2467000.0,,,A
Q18-1089,2020-07-27,Q18-1089,62.6,,,0,0,0.0,323.0,,C
Q18-1091,2020-07-29,Q18-1091,159.6,,8.0,8,8,10471000.0,,,A
Q18-1108,2020-07-22,Q18-1108,93.3,,,0,0,0.0,,,C
Q18-1113,2020-07-23,Q18-1113,259.8,,13.0,13,13,100248000.0,344.0,,A
Q18-1127,2020-07-26,Q18-1127,161.4,,5.0,5,5,16690000.0,,,A
Q19-1135,2020-08-03,Q19-1135,156.4,,,0,0,0.0,366.0,,A
Q19-1142,2020-07-21,Q19-1142,221.1,,25.0,25,25,7515000.0,,,B
Q19-1155,2020-07-20,Q19-1155,139.1,,9.0,9,9,11262000.0,,,C
Q19-1164,2020-07-26,Q19-1164,155.2,,25.0,25,25,5624000.0,,,C
Q19-1171,2020-07-29,Q19-1171,123.1,,10.0,10,8,21965000.0,,,A
Q19-1185,2020-07-30,Q19-1185,80.1,,2.0,2,2,593000.0,,,C
Q19-1231,2020-07-26,Q19-1231,237.7,,2.0,2,2,296000.0,456.0,,C
Q19-1242,2020-07-30,Q19-1242,85.0,,1.0,1,1,180000.0,467.0,,A
Q19-1253,2020-07-26,Q19-1253,262.4,,10.0,10,9,35299000.0,478.0,,A
Q19-1266,2020-07-25,Q19-1266,163.9,,25.0,25,24,37263000.0,490.0,,A
Q19-1298,2020-07-31,Q19-1298,95.4,,2.0,2,2,1678000.0,521.0,,A
Q18-1018,2020-08-28,Q18-1018,468.3,,12.0,12,12,74347000.0,,,C
Q18-1023,2020-08-22,Q18-1023,256.0,,17.0,17,17,28684000.0,257.0,,A
Q18-1025,2020-08-29,Q18-1025,56.8,,,0,0,0.0,259.0,,C
Q18-1029,2020-08-25,Q18-1029,71.1,,10.0,10,10,972000.0,,,A
Q18-1037,2020-08-20,Q18-1037,27.1,,,0,0,0.0,269.0,,A
Q18-1057,2020-08-30,Q18-1057,175.3,,5.0,5,5,1315000.0,,,A
Q18-1060,2020-08-31,Q18-1060,197.6,,,0,0,0.0,,,C
Q18-1073,2020-08-29,Q18-1073,137.8,,,0,0,0.0,298.0,,A
Q18-1078,2020-08-30,Q18-1078,179.4,,,0,0,0.0,303.0,,A
Q19-1131,2020-08-17,Q19-1131,130.0,,29.0,29,28,141661000.0,,,A
Q19-1143,2020-08-16,Q19-1143,358.2,,,0,0,0.0,361.0,,A
Q19-1156,2020-08-20,Q19-1156,184.6,,,0,0,0.0,,,C
Q19-1163,2020-08-15,Q19-1163,115.1,,25.0,25,25,4702000.0,,,A
Q19-1167,2020-08-18,Q19-1167,157.3,,10.0,10,7,19789000.0,383.0,,A
Q19-1194,2020-08-26,Q19-1194,93.5,,1.0,1,1,81000.0,,,A
Q19-1196,2020-08-25,Q19-1196,43.6,,24.0,24,23,2304000.0,,,B
Q19-1199,2020-08-24,Q19-1199,79.2,,24.0,24,24,26465000.0,413.0,,B
Q19-1255,2020-08-16,Q19-1255,364.1,,4.0,4,4,12761000.0,468.0,,A
Q19-1269,2020-08-31,Q19-1269,104.4,,,0,0,0.0,481.0,,A
Q19-1281,2020-08-28,Q19-1281,184.5,,,0,0,0.0,,,A
Q18-1024,2020-09-15,Q18-1024,781.8,,7.0,7,7,3200000.0,252.0,,A
Q18-1033,2020-09-21,Q18-1033,404.3,,,0,0,0.0,259.0,,C
Q18-1063,2020-10-01,Q18-1063,83.8,,2.0,2,2,24320000.0,,,A
Q18-1111,2020-09-27,Q18-1111,236.3,,1.0,1,1,411000.0,,,C
Q18-1116,2020-09-18,Q18-1116,228.7,,1.0,1,1,78000.0,328.0,,C
Q19-1140,2020-09-16,Q19-1140,111.6,,25.0,25,25,6964000.0,,,A
Q19-1151,2020-10-02,Q19-1151,207.8,,,0,0,0.0,,,A
Q19-1159,2020-09-23,Q19-1159,139.2,,3.0,3,3,2342000.0,,,A
Q19-1160,2020-09-16,Q19-1160,103.6,,18.0,18,18,10430000.0,,,A
Q19-1168,2020-09-28,Q19-1168,239.5,,5.0,5,5,15089000.0,,,A
Q19-1184,2020-09-19,Q19-1184,224.4,,,0,0,0.0,389.0,,B
Q19-1209,2020-09-29,Q19-1209,65.6,,,0,0,0.0,412.0,,C
Q19-1219,2020-09-30,Q19-1219,66.6,,2.0,2,2,19245000.0,422.0,,B
Q19-1223,2020-09-26,Q19-1223,63.4,,22.0,22,22,16033000.0,426.0,,A
Q19-1261,2020-10-02,Q19-1261,173.0,,,0,0,0.0,462.0,,C
Q19-1263,2020-09-27,Q19-1263,261.9,,2.0,2,2,6908000.0,465.0,,A
Q19-1306,2020-10-01,Q19-1306,135.3,,16.0,16,16,19263000.0,,,A
Q19-1320,2020-09-17,Q19-1320,167.4,,2.0,2,2,1617000.0,,,B
Q18-1079,2020-11-03,Q18-1079,125.6,,6.0,6,6,207000.0,,,A
Q18-1095,2020-10-15,Q18-1095,246.6,,5.0,5,5,3458000.0,,,A
Q18-1109,2020-10-22,Q18-1109,98.2,,,0,0,0.0,310.0,,A
Q18-1123,2020-10-23,Q18-1123,153.6,,3.0,3,3,2509000.0,324.0,,A
Q19-1132,2020-10-20,Q19-1132,139.9,,4.0,4,4,6844000.0,333.0,,A
Q19-1134,2020-10-23,Q19-1134,167.0,,19.0,19,19,5109000.0,,,A
Q19-1136,2020-10-31,Q19-1136,69.3,,2.0,2,2,3052000.0,337.0,,A
Q19-1152,2020-10-29,Q19-1152,86.8,,,0,0,0.0,349.0,,C
Q19-1162,2020-10-31,Q19-1162,635.1,,,0,0,0.0,,,A
Q19-1165,2020-10-24,Q19-1165,131.7,,,0,0,0.0,,,A
Q19-1177,2020-10-22,Q19-1177,100.0,,10.0,10,10,21731000.0,,,C
Q19-1181,2020-10-25,Q19-1181,460.6,,,0,0,0.0,,,B
Q19-1198,2020-11-03,Q19-1198,51.2,,4.0,4,4,23488000.0,389.0,,C
Q19-1220,2020-11-01,Q19-1220,144.5,,25.0,25,25,52096000.0,,,A
Q19-1234,2020-10-31,Q19-1234,106.2,,1.0,1,1,213000.0,424.0,,A
Q19-1243,2020-10-26,Q19-1243,383.5,,10.0,10,10,20355000.0,434.0,,A
Q19-1267,2020-10-20,Q19-1267,150.0,,,0,0,0.0,,,C
Q19-1268,2020-10-25,Q19-1268,166.1,,3.0,3,3,8702000.0,458.0,,A
Q19-1282,2020-10-25,Q19-1282,53.3,,2.0,2,2,9370000.0,471.0,,C
Q19-1293,2020-10-17,Q19-1293,58.2,,13.0,13,13,19855000.0,,,C
Q19-1342,2020-10-19,Q19-1342,112.9,,2.0,2,1,1835000.0,,,C
Q18-1075,2020-12-01,Q18-1075,345.0,,,0,0,0.0,275.0,,A
Q18-1077,2020-11-26,Q18-1077,490.1,,10.0,10,10,15343000.0,,,C
Q18-1082,2020-11-21,Q18-1082,42.8,,4.0,4,4,234000.0,282.0,,A
Q18-1100,2020-12-01,Q18-1100,37.7,,2.0,2,2,2294000.0,,,C
Q18-1126,2020-11-15,Q18-1126,155.0,,8.0,8,7,13899000.0,,,B
Q19-1144,2020-11-25,Q19-1144,94.0,,10.0,10,10,9640000.0,,,B
Q19-1148,2020-11-23,Q19-1148,411.8,,25.0,25,25,22615000.0,337.0,,A
Q19-1179,2020-11-30,Q19-1179,143.2,,5.0,5,5,11425000.0,,,A
Q19-1228,2020-11-23,Q19-1228,193.7,,1.0,1,1,378000.0,,,C
Q19-1232,2020-11-24,Q19-1232,245.8,,,0,0,0.0,,,B
Q19-1252,2020-11-17,Q19-1252,156.5,,2.0,2,1,2775000.0,,,C
Q19-1273,2020-11-16,Q19-1273,362.3,,1.0,1,1,910000.0,452.0,,A
Q19-1275,2020-11-24,Q19-1275,286.5,,7.0,7,7,48931000.0,,,A
Q19-1276,2020-12-02,Q19-1276,92.0,,,0,0,0.0,455.0,,A
Q19-1302,2020-12-02,Q19-1302,133.6,,10.0,10,10,13023000.0,,,C
Q19-1313,2020-11-27,Q19-1313,141.4,,,0,0,0.0,488.0,,A
Q19-1314,2020-12-03,Q19-1314,260.3,,2.0,2,2,3266000.0,,,B
Q19-1323,2020-11-28,Q19-1323,124.4,,7.0,7,7,36400000.0,,,B
Q19-1325,2020-11-24,Q19-1325,135.1,,1.0,1,1,121000.0,,,C
Q19-1327,2020-11-20,Q19-1327,399.9,,25.0,25,25,171678000.0,,,C
Q19-1328,2020-11-20,Q19-1328,141.8,,4.0,4,3,2448000.0,499.0,,A
Q19-1335,2020-11-29,Q19-1335,167.5,,8.0,8,8,41735000.0,,,A
Q19-1344,2020-11-15,Q19-1344,47.7,,25.0,25,24,4081000.0,,,A
Q18-1092,2020-12-31,Q18-1092,175.4,,,0,0,0.0,275.0,,A
Q18-1103,2020-12-16,Q18-1103,211.1,,2.0,2,2,3327000.0,284.0,,C
Q19-1133,2020-12-24,Q19-1133,63.0,,,0,0,0.0,313.0,,B
Q19-1169,2020-12-18,Q19-1169,144.6,,,0,0,0.0,344.0,,B
Q19-1191,2020-12-29,Q19-1191,217.3,,23.0,23,23,47312000.0,362.0,,A
Q19-1193,2020-12-16,Q19-1193,61.8,,1.0,1,1,81000.0,363.0,,A
Q19-1207,2020-12-26,Q19-1207,117.1,,,0,0,0.0,376.0,,C
Q19-1247,2020-12-19,Q19-1247,285.4,,3.0,3,3,5789000.0,417.0,,B
Q19-1264,2020-12-18,Q19-1264,233.7,,,0,0,0.0,433.0,,A
Q19-1274,2020-12-22,Q19-1274,182.6,,2.0,2,2,239000.0,,,A
Q19-1277,2020-12-24,Q19-1277,406.2,,16.0,16,16,8436000.0,,,C
Q19-1305,2021-01-03,Q19-1305,117.0,,5.0,5,5,18140000.0,470.0,,A
Q19-1350,2020-12-19,Q19-1350,185.9,,25.0,25,25,11038000.0,,,B
Q19-1364,2020-12-17,Q19-1364,343.4,,2.0,2,1,93000.0,,,A
Q20-1381,2020-12-19,Q20-1381,82.9,,9.0,9,9,1907000.0,,,A
Q20-1382,2020-12-17,Q20-1382,28.5,,2.0,2,2,43661000.0,538.0,,A
Q20-1405,2020-12-25,Q20-1405,75.9,,,0,0,0.0,,,C
Q18-1107,2021-01-15,Q18-1107,141.6,,,0,0,0.0,,,A
Q18-1114,2021-02-01,Q18-1114,334.4,,,0,0,0.0,286.0,,B
Q18-1115,2021-01-31,Q18-1115,121.9,,,0,0,0.0,,,A
Q18-1125,2021-01-29,Q18-1125,205.4,,,0,0,0.0,,,C
Q18-1128,2021-01-28,Q18-1128,138.3,,6.0,6,4,15333000.0,,,A
Q18-1129,2021-01-17,Q18-1129,44.7,,5.0,5,4,303000.0,,,A
Q19-1172,2021-01-25,Q19-1172,72.5,,,0,0,0.0,336.0,,C
Q19-1190,2021-01-22,Q19-1190,187.9,,1.0,1,1,1062000.0,350.0,,A
Q19-1192,2021-01-18,Q19-1192,188.5,,23.0,23,22,26479000.0,353.0,,A
Q19-1218,2021-02-01,Q19-1218,261.6,,1.0,1,1,256000.0,377.0,,C
Q19-1237,2021-01-19,Q19-1237,127.6,,3.0,3,3,7854000.0,396.0,,B
Q19-1246,2021-01-28,Q19-1246,91.9,,2.0,2,2,153000.0,405.0,,A
Q19-1249,2021-01-20,Q19-1249,108.9,,1.0,1,1,4208000.0,,,A
Q19-1251,2021-01-28,Q19-1251,140.0,,,0,0,0.0,410.0,,C
Q19-1309,2021-01-21,Q19-1309,105.8,,2.0,2,2,1160000.0,,,C
Q19-1312,2021-01-21,Q19-1312,153.4,,13.0,13,13,6355000.0,465.0,,A
Q19-1332,2021-01-16,Q19-1332,244.3,,2.0,2,2,294000.0,,,A
Q19-1343,2021-01-21,Q19-1343,176.8,,,0,0,0.0,492.0,,C
Q19-1368,2021-01-26,Q19-1368,128.0,,1.0,1,1,118000.0,,,C
Q20-1413,2021-01-29,Q20-1413,104.2,,7.0,7,7,24563000.0,557.0,,A
Q20-1424,2021-01-20,Q20-1424,25.3,,2.0,2,1,34000.0,,,A
Q20-1428,2021-01-26,Q20-1428,260.3,,25.0,25,25,9900000.0,,,A
Q19-1210,2021-02-18,Q19-1210,185.0,,,0,0,0.0,,,A
Q19-1212,2021-03-01,Q19-1212,123.5,,,0,0,0.0,,,B
Q19-1233,2021-02-27,Q19-1233,212.1,,2.0,2,2,11552000.0,376.0,,A
Q19-1256,2021-03-01,Q19-1256,345.2,,,0,0,0.0,399.0,,A
Q19-1257,2021-02-23,Q19-1257,104.9,,,0,0,0.0,399.0,,B
Q19-1259,2021-03-04,Q19-1259,212.9,,1.0,1,1,349000.0,402.0,,B
Q19-1265,2021-02-23,Q19-1265,203.7,,1.0,1,1,2762000.0,,,A
Q19-1300,2021-02-28,Q19-1300,60.6,,,0,0,0.0,,,A
Q19-1322,2021-02-28,Q19-1322,69.4,,5.0,5,5,27776000.0,456.0,,A
Q19-1324,2021-02-17,Q19-1324,94.7,,,0,0,0.0,,,C
Q19-1345,2021-03-02,Q19-1345,216.1,,9.0,9,9,5375000.0,477.0,,B
Q19-1354,2021-03-03,Q19-1354,136.3,,9.0,9,9,19958000.0,,,C
Q20-1402,2021-02-20,Q20-1402,48.8,,,0,0,0.0,530.0,,A
Q20-1407,2021-02-15,Q20-1407,256.9,,11.0,11,11,27877000.0,,,B
Q20-1412,2021-02-20,Q20-1412,379.8,,2.0,2,2,1836000.0,,,A
Q20-1423,2021-02-15,Q20-1423,103.1,,6.0,6,6,3715000.0,,,C
Q19-1154,2021-03-23,Q19-1154,148.9,,1.0,1,1,537000.0,,,B
Q19-1175,2021-03-18,Q19-1175,205.0,,6.0,6,6,1919000.0,,,A
Q19-1182,2021-03-26,Q19-1182,274.2,,1.0,1,1,48000.0,318.0,,A
Q19-1189,2021-04-03,Q19-1189,238.5,,,0,0,0.0,323.0,,C
Q19-1211,2021-03-31,Q19-1211,39.3,,3.0,3,3,251000.0,341.0,,A
Q19-1240,2021-03-24,Q19-1240,116.8,,6.0,6,4,318000.0,,,A
Q19-1245,2021-03-24,Q19-1245,500.0,,15.0,15,13,45694000.0,374.0,,A
Q19-1283,2021-03-16,Q19-1283,86.7,,1.0,1,1,3908000.0,411.0,,C
Q19-1318,2021-03-18,Q19-1318,259.0,,,0,0,0.0,,,A
Q19-1326,2021-03-29,Q19-1326,184.8,,25.0,25,25,60200000.0,,,C
Q20-1388,2021-03-30,Q20-1388,157.9,,5.0,5,3,13258000.0,,,A
Q20-1397,2021-03-31,Q20-1397,104.2,,2.0,2,1,78000.0,,,A
Q20-1414,2021-03-17,Q20-1414,87.2,,8.0,8,7,31024000.0,,,A
Q20-1441,2021-03-16,Q20-1441,199.8,,,0,0,0.0,555.0,,C
Q20-1446,2021-03-24,Q20-1446,72.5,,,0,0,0.0,560.0,,A
Q19-1166,2021-04-24,Q19-1166,633.6,,,0,0,0.0,,,A
Q19-1214,2021-04-25,Q19-1214,162.7,,,0,0,0.0,332.0,,A
Q19-1215,2021-04-21,Q19-1215,262.0,,,0,0,0.0,333.0,,A
Q19-1222,2021-04-30,Q19-1222,117.9,,,0,0,0.0,340.0,,A
Q19-1226,2021-05-04,Q19-1226,55.0,,,0,0,0.0,344.0,,A
Q19-1236,2021-04-19,Q19-1236,363.4,,,0,0,0.0,,,B
Q19-1241,2021-04-26,Q19-1241,63.6,,,0,0,0.0,359.0,,B
Q19-1248,2021-04-17,Q19-1248,118.9,,,0,0,0.0,,,A
Q19-1278,2021-04-30,Q19-1278,26.7,,,0,0,0.0,393.0,,A
Q19-1279,2021-04-23,Q19-1279,109.2,,21.0,21,21,114850000.0,394.0,,A
Q19-1285,2021-04-27,Q19-1285,91.2,,7.0,7,7,19186000.0,400.0,,A
Q19-1304,2021-04-24,Q19-1304,89.7,,,0,0,0.0,,,A
Q19-1329,2021-05-02,Q19-1329,72.6,,6.0,6,6,1359000.0,436.0,,B
Q19-1341,2021-04-15,Q19-1341,51.4,,,0,0,0.0,447.0,,A
Q19-1356,2021-04-22,Q19-1356,32.3,,1.0,1,1,395000.0,,,A
Q19-1363,2021-05-04,Q19-1363,340.9,,9.0,9,9,45439000.0,,,A
Q19-1365,2021-04-26,Q19-1365,96.9,,4.0,4,4,18622000.0,,,A
Q19-1370,2021-05-03,Q19-1370,203.0,,2.0,2,2,11275000.0,,,A
Q20-1375,2021-04-15,Q20-1375,79.2,,,0,0,0.0,,,A
Q20-1406,2021-05-01,Q20-1406,46.2,,,0,0,0.0,,,A
Q20-1421,2021-04-22,Q20-1421,57.4,,3.0,3,3,1148000.0,522.0,,C
Q20-1427,2021-04-15,Q20-1427,197.6,,,0,0,0.0,528.0,,A
Q20-1437,2021-04-25,Q20-1437,35.5,,,0,0,0.0,537.0,,C
Q20-1462,2021-04-29,Q20-1462,81.8,,25.0,25,24,18786000.0,559.0,,B
Q20-1480,2021-05-02,Q20-1480,84.2,,10.0,10,6,2511000.0,,,A
Q19-1208,2021-06-03,Q19-1208,319.2,,21.0,21,21,57411000.0,311.0,,A
Q19-1213,2021-05-20,Q19-1213,133.9,,1.0,1,1,14495000.0,,,A
Q19-1217,2021-05-19,Q19-1217,65.8,,9.0,9,9,1227000.0,,,C
Q19-1224,2021-06-01,Q19-1224,105.5,,2.0,2,2,1597000.0,,,C
Q19-1250,2021-05-22,Q19-1250,32.4,,,0,0,0.0,,,B
Q19-1280,2021-05-24,Q19-1280,35.6,,9.0,9,7,26157000.0,,,A
Q19-1284,2021-05-27,Q19-1284,144.0,,,0,0,0.0,,,A
Q19-1310,2021-05-22,Q19-1310,75.5,,6.0,6,6,776000.0,,,C
Q19-1311,2021-06-01,Q19-1311,161.8,,3.0,3,3,683000.0,409.0,,A
Q19-1334,2021-06-02,Q19-1334,203.9,,3.0,3,3,27718000.0,428.0,,C
Q19-1346,2021-05-31,Q19-1346,135.5,,1.0,1,1,2019000.0,,,A
Q19-1348,2021-05-25,Q19-1348,147.3,,,0,0,0.0,439.0,,A
Q20-1384,2021-05-21,Q20-1384,89.4,,6.0,6,6,14212000.0,472.0,,C
Q20-1387,2021-05-25,Q20-1387,83.6,,4.0,4,4,931000.0,475.0,,B
Q20-1400,2021-05-22,Q20-1400,71.3,,4.0,4,4,562000.0,,,B
Q20-1401,2021-05-16,Q20-1401,235.7,,4.0,4,4,10657000.0,489.0,,A
Q20-1409,2021-05-29,Q20-1409,404.4,,11.0,11,11,16899000.0,497.0,,A
Q20-1416,2021-05-16,Q20-1416,80.5,,1.0,1,1,2324000.0,,,C
Q20-1425,2021-05-18,Q20-1425,20.8,,6.0,6,6,688000.0,510.0,,A
Q20-1426,2021-05-31,Q20-1426,63.8,,7.0,7,7,11710000.0,514.0,,A
Q20-1433,2021-05-20,Q20-1433,54.9,,1.0,1,1,2989000.0,520.0,,A
Q20-1436,2021-05-22,Q20-1436,494.2,,12.0,12,12,15817000.0,,,C
Q20-1442,2021-05-30,Q20-1442,171.0,,2.0,2,2,2718000.0,529.0,,B
Q20-1443,2021-05-21,Q20-1443,297.1,,6.0,6,6,7438000.0,529.0,,A
Q20-1454,2021-06-03,Q20-1454,63.0,,,0,0,0.0,,,A
Q20-1515,2021-05-26,Q20-1515,165.4,,1.0,1,1,367000.0,596.0,,A
Q19-1235,2021-06-26,Q19-1235,105.4,,,0,0,0.0,328.0,,C
Q19-1239,2021-06-23,Q19-1239,311.6,,,0,0,0.0,,,A
Q19-1260,2021-06-15,Q19-1260,200.2,,,0,0,0.0,,,A
Q19-1296,2021-06-29,Q19-1296,154.8,,10.0,10,10,17150000.0,384.0,,C
Q19-1351,2021-06-23,Q19-1351,130.2,,,0,0,0.0,430.0,,A
Q19-1352,2021-06-21,Q19-1352,302.2,,4.0,4,4,13829000.0,,,A
Q19-1359,2021-06-30,Q19-1359,71.4,,,0,0,0.0,,,B
Q20-1420,2021-06-26,Q20-1420,126.5,,,0,0,0.0,494.0,,A
Q20-1431,2021-06-26,Q20-1431,184.3,,25.0,25,24,37141000.0,,,A
Q20-1455,2021-07-02,Q20-1455,155.8,,1.0,1,1,144000.0,,,C
Q20-1460,2021-07-04,Q20-1460,114.5,,3.0,3,3,6094000.0,531.0,,A
Q20-1473,2021-06-23,Q20-1473,358.9,,,0,0,0.0,543.0,,A
Q20-1488,2021-06-26,Q20-1488,53.1,,,0,0,0.0,,,C
Q20-1493,2021-07-03,Q20-1493,174.8,,3.0,3,3,16541000.0,562.0,,A
Q20-1500,2021-06-26,Q20-1500,55.2,,34.0,34,34,27083000.0,,,A
Q20-1520,2021-06-21,Q20-1520,367.4,,2.0,2,2,1740000.0,,,A
Q19-1227,2021-08-03,Q19-1227,68.9,,,0,0,0.0,311.0,,A
Q19-1254,2021-07-27,Q19-1254,333.3,,6.0,6,6,15108000.0,,,B
Q19-1258,2021-08-01,Q19-1258,228.6,,7.0,7,7,16296000.0,,,A
Q19-1270,2021-07-25,Q19-1270,135.2,,,0,0,0.0,351.0,,A
Q19-1272,2021-07-18,Q19-1272,200.3,,,0,0,0.0,,,B
Q19-1291,2021-07-18,Q19-1291,114.5,,1.0,1,1,220000.0,368.0,,A
Q19-1319,2021-07-20,Q19-1319,131.9,,13.0,13,12,20433000.0,,,C
Q19-1337,2021-07-21,Q19-1337,394.8,,8.0,8,8,14221000.0,,,C
Q19-1339,2021-07-21,Q19-1339,164.8,,,0,0,0.0,,,A
Q19-1360,2021-07-31,Q19-1360,500.3,,,0,0,0.0,,,A
Q19-1366,2021-07-28,Q19-1366,106.5,,,0,0,0.0,,,B
Q20-1374,2021-07-29,Q20-1374,343.8,,,0,0,0.0,437.0,,C
Q20-1378,2021-07-31,Q20-1378,153.1,,,0,0,0.0,441.0,,A
Q20-1391,2021-07-24,Q20-1391,123.1,,,0,0,0.0,,,A
Q20-1399,2021-08-01,Q20-1399,72.6,,,0,0,0.0,462.0,,A
Q20-1411,2021-07-26,Q20-1411,95.8,,7.0,7,7,10597000.0,,,A
Q20-1429,2021-07-31,Q20-1429,341.2,,7.0,7,7,8093000.0,,,B
Q20-1465,2021-07-20,Q20-1465,74.5,,6.0,6,6,2490000.0,,,B
Q20-1498,2021-08-03,Q20-1498,99.8,,1.0,1,1,224000.0,555.0,,C
Q20-1504,2021-08-01,Q20-1504,314.5,,,0,0,0.0,,,A
Q20-1521,2021-07-27,Q20-1521,211.9,,,0,0,0.0,576.0,,A
Q20-1534,2021-07-21,Q20-1534,179.6,,5.0,5,5,1156000.0,,,B
Q20-1553,2021-07-23,Q20-1553,193.1,,,0,0,0.0,607.0,,C
Q20-1562,2021-08-03,Q20-1562,264.3,,,0,0,0.0,616.0,,C
Q20-1567,2021-07-24,Q20-1567,142.9,,,0,0,0.0,,,A
Q19-1288,2021-08-20,Q19-1288,1200.0,,25.0,25,25,69887000.0,,,C
Q19-1290,2021-08-25,Q19-1290,216.2,,1.0,1,1,307000.0,352.0,,A
Q19-1292,2021-08-21,Q19-1292,235.8,,2.0,2,2,3346000.0,,,C
Q19-1295,2021-08-16,Q19-1295,242.2,,2.0,2,2,3744000.0,,,A
Q19-1358,2021-08-24,Q19-1358,116.5,,5.0,5,5,10969000.0,,,B
