facility_name,start,end,reason
Nasa - Boulder Basin 138 kV Circuit 1,2016-07-24 16:00:00,2016-07-26 16:00:00,planned
Annandale Substation - Sta 138 138 kV Cir. 2,2016-07-18 16:00:00,2016-07-29 16:00:00,planned
Pacheco - Unionville Substation 138 kV Ckt 1,2016-07-25 16:00:00,2016-07-29 16:00:00,planned
Romeo - Arkanas 100 kV Line 1,2016-07-20 16:00:00,2016-07-25 16:00:00,planned
Portuguez - Sanford 138 kV L,2016-07-16 16:00:00,2016-07-27 16:00:00,planned
Mommoth Pacific 1 - 2 Ac Sta 138 kV Cir. 1,2016-07-22 16:00:00,2016-07-27 16:00:00,planned
Plumas - Alford 100 kV Ckt 1,2016-07-19 16:00:00,2016-07-23 16:00:00,planned
Prairie State Sta - Greenfield 138 kV Cir. 1,2016-07-23 16:00:00,2016-08-11 16:00:00,planned
Rolling - Hamilton 138 kV L,2016-07-16 16:00:00,2016-07-29 16:00:00,planned
Sinai - Glen Haven 138 kV Ckt 1,2016-07-20 16:00:00,2016-07-26 16:00:00,planned
Floyds Knobs - Firstenergy Illow Island 138 kV #1,2016-07-21 16:00:00,2016-07-22 16:00:00,planned
Harrowgae - Harvell 138 kV Ckt 1,2016-07-23 16:00:00,2016-07-29 16:00:00,planned
Celina Solar Project 1 Llc - Dickson Substation 100 kV Cir. 1,2016-07-24 16:00:00,2016-07-30 16:00:00,planned
Las Colinas Substation - Hanson Substation 138 kV Line,2016-07-21 16:00:00,2016-07-22 16:00:00,planned
Niagra Paper Of Wisconsin - Park 138 kV #1,2016-07-17 16:00:00,2016-07-29 16:00:00,planned
North E - Sky Ranch Substation 138 kV Ckt 1,2016-07-16 16:00:00,2016-07-23 16:00:00,planned
Livingston Ridge - Pineview 138 kV Ckt 1,2016-07-25 16:00:00,2016-07-27 16:00:00,planned
Walnut City - California Ave 100 kV #1,2016-07-25 16:00:00,2016-08-10 16:00:00,planned
Dam No. 4 Hydro Station - Westhill 138 kV line,2016-07-18 16:00:00,2016-07-26 16:00:00,planned
Mount Si - Meeker 138 kV Ckt 1,2016-07-21 16:00:00,2016-07-22 16:00:00,planned
R.P.Mone - Monroville 100 kV Cir. 1,2016-07-24 16:00:00,2016-08-10 16:00:00,planned
Pampanos - Bass Lake 100 kV Circuit 1,2016-07-24 16:00:00,2016-08-10 16:00:00,planned
Moreno Tap Substation - Scyene Rd 100 kV L,2016-07-18 16:00:00,2016-08-05 16:00:00,planned
Depere - Ft Bliss 138 kV,2016-07-20 16:00:00,2016-07-24 16:00:00,planned
Palo Verde - Knob 138 kV,2016-07-20 16:00:00,2016-08-01 16:00:00,planned
Mexico Intertie - Oswego 100 kV Ckt 1,2016-07-16 16:00:00,2016-07-20 16:00:00,planned
Tuttle - America 138 kV,2016-07-23 16:00:00,2016-08-01 16:00:00,planned
Dpc Platteville - Windsor 138 kV Cir. 1,2016-08-03 16:00:00,2016-08-20 16:00:00,planned
West Canton - E Akron 230 kV,2016-08-05 16:00:00,2016-08-22 16:00:00,planned
Gardencreek - Turkey Pen 138 kV,2016-08-09 16:00:00,2016-08-27 16:00:00,planned
Eaton - Big Hollow Road 138 kV Ckt 1,2016-08-07 16:00:00,2016-08-10 16:00:00,planned
Fort Atkinson - Rexburg 100 kV Ckt 1,2016-08-10 16:00:00,2016-08-25 16:00:00,planned
N. Lee - Kettle Morraine Substation 138 kV Line 1,2016-08-07 16:00:00,2016-08-14 16:00:00,planned
Georgetown - Simpson 138 kV Cir. 1,2016-08-11 16:00:00,2016-08-18 16:00:00,planned
Woodburn - Monroeville 100 kV Ckt 1,2016-08-11 16:00:00,2016-08-12 16:00:00,planned
Westover Hills - W Coshocton 100 kV Line,2016-08-07 16:00:00,2016-08-24 16:00:00,planned
Thayer - Allegheny Energy Units 3 4 & 5 500 kV Cir. 1,2016-08-09 16:00:00,2016-08-26 16:00:00,planned
Comed - White Pine Vlg 100 kV Line 2,2016-08-04 16:00:00,2016-08-10 16:00:00,planned
Air Products - Monroe Mi 100 kV line,2016-08-03 16:00:00,2016-08-07 16:00:00,planned
Richard Lake - Mount Elbert Powerplant Substation 138 kV Ckt 1,2016-08-03 16:00:00,2016-08-15 16:00:00,planned
Wards Hollow - Lansing Bwl Reo Town Plant 138 kV,2016-08-09 16:00:00,2016-08-24 16:00:00,planned
Harwood W - Lasalle 100 kV #1,2016-08-08 16:00:00,2016-08-13 16:00:00,planned
Rhinebeck Substation - Corridor 230 kV Cir. 1,2016-08-07 16:00:00,2016-08-25 16:00:00,planned
Frio Town - Ennis 138 kV Ckt 1,2016-08-12 16:00:00,2016-08-29 16:00:00,planned
San Ramon - Segs 4 138 kV Line 1,2016-08-09 16:00:00,2016-08-25 16:00:00,planned
N Gila - Welport 161 kV,2016-08-07 16:00:00,2016-08-12 16:00:00,planned
Red Tail - Speedway 138 kV Line 1,2016-08-04 16:00:00,2016-08-09 16:00:00,planned
Park Ave - Pluess Substation 138 kV Line 1,2016-08-10 16:00:00,2016-08-29 16:00:00,planned
Earlimart - Marcus Hook Energy Lp 500 kV Ckt 1,2016-08-07 16:00:00,2016-08-15 16:00:00,planned
Hoyt - Pca 138 kV Cir. 1,2016-08-06 16:00:00,2016-08-26 16:00:00,planned
Redman - Pluess 345 kV Circuit 1,2016-08-09 16:00:00,2016-08-26 16:00:00,planned
Nance - Plano 2 100 kV Cir. 1,2016-08-03 16:00:00,2016-08-07 16:00:00,planned
Ladd - Murphy Crk 138 kV Ckt 1,2016-08-10 16:00:00,2016-08-13 16:00:00,planned
Christie - Indian Mesa 138 kV,2016-08-08 16:00:00,2016-08-19 16:00:00,planned
Jason - Brandywine Power Facility 345 kV Cir. 1,2016-08-11 16:00:00,2016-08-16 16:00:00,planned
S Street - Newton 138 kV,2016-08-06 16:00:00,2016-08-13 16:00:00,planned
Northfield - Massachusetts Street 138 kV,2016-08-12 16:00:00,2016-08-30 16:00:00,planned
Rio Vista - Guion 100 kV Line,2016-08-05 16:00:00,2016-08-12 16:00:00,planned
Health Administrative Service - Pecho Vly 138 kV #1,2016-08-07 16:00:00,2016-08-22 16:00:00,planned
Oasis - Timberline 138 kV Ckt 1,2016-08-05 16:00:00,2016-08-07 16:00:00,planned
Clintmoore - Harbeson 138 kV L,2016-08-11 16:00:00,2016-08-28 16:00:00,planned
Quantum - Aaa 100 kV #1,2016-08-04 16:00:00,2016-08-09 16:00:00,planned
Woodard - Fanwood 138 kV Line,2016-08-11 16:00:00,2016-08-30 16:00:00,planned
Medina Lake - Prevost 100 kV Line,2016-08-03 16:00:00,2016-08-14 16:00:00,planned
Patton Chapel - Mckee 138 kV #1,2016-08-05 16:00:00,2016-08-13 16:00:00,planned
Palmyra Municipal 2 - Walnut Creek 100 kV Ckt 1,2016-08-12 16:00:00,2016-08-30 16:00:00,planned
Briarwood - Whiting Refinery 138 kV Line,2016-08-05 16:00:00,2016-08-18 16:00:00,planned
Rancho Seco - Reid Gardner 100 kV Ckt 3,2016-08-06 16:00:00,2016-08-13 16:00:00,planned
Lake June Pump - Hedges 345 kV Line 1,2016-08-12 16:00:00,2016-08-16 16:00:00,planned
Dluzerne - Amea Peaking 138 kV Line 1,2016-08-10 16:00:00,2016-08-14 16:00:00,planned
Perry - Northward 100 kV,2016-08-12 16:00:00,2016-08-22 16:00:00,planned
Mauerman - Sara 100 kV Cir. 1,2016-08-09 16:00:00,2016-08-13 16:00:00,planned
Imperial Dam Substation - Oregon Basin 230 kV #1,2016-08-12 16:00:00,2016-08-22 16:00:00,planned
Bathurst - Manlove-Folsom 100 kV,2016-08-08 16:00:00,2016-08-23 16:00:00,planned
Keller - North Proctorville 138 kV Circuit 1,2016-08-03 16:00:00,2016-08-16 16:00:00,planned
Mud Fork - Spruance Nug 138 kV Cir. 1,2016-08-11 16:00:00,2016-08-14 16:00:00,planned
Fayetteville - Grand Pt 138 kV Line 1,2016-08-08 16:00:00,2016-08-14 16:00:00,planned
Bullittsville - Big Cajun 1 138 kV Line 1,2016-08-06 16:00:00,2016-08-07 16:00:00,planned
Syl Laskin - Owens Brockway 345 kV L,2016-08-11 16:00:00,2016-08-15 16:00:00,planned
Milford - Marshall St 138 kV Line 1,2016-09-04 17:00:00,2016-09-21 17:00:00,planned
Sylmr E - River St 100 kV Line 1,2016-08-30 17:00:00,2016-09-04 17:00:00,planned
Turkey Point Substation - Brooks Hill 138 kV Circuit 1,2016-09-03 17:00:00,2016-09-18 17:00:00,planned
Gilstrap - Calera T.S 100 kV Ckt 1,2016-09-03 17:00:00,2016-09-16 17:00:00,planned
Salinas Rural - Spy Run 100 kV Cir. 1,2016-09-08 17:00:00,2016-09-26 17:00:00,planned
Wfec Genco Llc - Bee Creek 138 kV Cir. 1,2016-09-05 17:00:00,2016-09-06 17:00:00,planned
Purto De Ponce - Wansley 100 kV Cir. 1,2016-08-31 17:00:00,2016-09-07 17:00:00,planned
Youngwood - Sevierville 345 kV,2016-08-31 17:00:00,2016-09-16 17:00:00,planned
Hayden - Wansley 100 kV Ckt 1,2016-08-31 17:00:00,2016-09-10 17:00:00,planned
Ross Praiie - Forman 2 Substation 138 kV #1,2016-09-04 17:00:00,2016-09-24 17:00:00,planned
Hunter Crk - 6Th St 100 kV #1,2016-09-02 17:00:00,2016-09-03 17:00:00,planned
Wayne Jct - Duson 138 kV Ckt 1,2016-08-30 17:00:00,2016-09-18 17:00:00,planned
Dinner Lake - Lakewood 138 kV Ckt 1,2016-09-01 17:00:00,2016-09-09 17:00:00,planned
Colby City Of - Lakemore 100 kV Circuit 1,2016-09-02 17:00:00,2016-09-21 17:00:00,planned
Mcclellan-Bell - Southeast Gate 345 kV,2016-09-07 17:00:00,2016-09-18 17:00:00,planned
Huntingdon - Mccain 138 kV,2016-09-04 17:00:00,2016-09-22 17:00:00,planned
Conair Substation - Laurel Dm 138 kV,2016-09-04 17:00:00,2016-09-16 17:00:00,planned
St Crispin - Columbus Denois Crk 345 kV Line 1,2016-09-02 17:00:00,2016-09-04 17:00:00,planned
Westt Lexington Chesterfield - Arverne 138 kV Line 1,2016-09-05 17:00:00,2016-09-21 17:00:00,planned
Luxemburg 24.9 - Palmers Cornr 138 kV,2016-09-07 17:00:00,2016-09-09 17:00:00,planned
Tristate Substation - Main Line Substation 345 kV Cir. 1,2016-08-31 17:00:00,2016-09-04 17:00:00,planned
Lake Ida - Capsule Substation 100 kV Cir. 1,2016-09-01 17:00:00,2016-09-09 17:00:00,planned
Spinninng Spur I - Market St 138 kV Ckt 1,2016-09-02 17:00:00,2016-09-10 17:00:00,planned
Bayshore - Ge Aachua 345 kV Cir. 1,2016-09-01 17:00:00,2016-09-18 17:00:00,planned
East Akron - Outfall 100 kV Cir. 1,2016-09-07 17:00:00,2016-09-12 17:00:00,planned
Calstoga 199 - Leake 138 kV Circuit 1,2016-09-08 17:00:00,2016-09-28 17:00:00,planned
Welch - Crows Landing 138 kV Line 1,2016-09-03 17:00:00,2016-09-23 17:00:00,planned
Sithe - Desmet 138 kV Cir. 1,2016-09-01 17:00:00,2016-09-06 17:00:00,planned
Pittsford - Burro Bridge 100 kV Ckt 1,2016-09-03 17:00:00,2016-09-08 17:00:00,planned
Beverly - Paxson Dirve 138 kV Line 1,2016-08-31 17:00:00,2016-09-08 17:00:00,planned
Nooksett Hydro - Urich 100 kV Cir. 1,2016-09-01 17:00:00,2016-09-15 17:00:00,planned
Tumbler Ridge - New London Avenue 138 kV Ckt 1,2016-09-01 17:00:00,2016-09-18 17:00:00,planned
Mohawk - S Canton 3 100 kV Circuit 2,2016-09-08 17:00:00,2016-09-10 17:00:00,planned
Caryville - Talega 100 kV,2016-08-30 17:00:00,2016-09-14 17:00:00,planned
N Omaha - Tsawassen Beach Terminal 100 kV Line 1,2016-09-01 17:00:00,2016-09-18 17:00:00,planned
Bridge - Riverview 138 kV,2016-08-30 17:00:00,2016-09-17 17:00:00,planned
Imperial - Saltspring Tap 100 kV #1,2016-09-04 17:00:00,2016-09-17 17:00:00,planned
Walerga-Galbrath - Wagner Substation 138 kV #3,2016-09-01 17:00:00,2016-09-21 17:00:00,planned
Puente Hills - Moffet Field Tap 138 kV Cir. 1,2016-09-05 17:00:00,2016-09-11 17:00:00,planned
Port Wing - Sollers Warf 138 kV Ckt 1,2016-09-07 17:00:00,2016-09-26 17:00:00,planned
Columbine - Malaspina 138 kV #1,2016-09-08 17:00:00,2016-09-18 17:00:00,planned
Scotland Dam Substation - Deerfield 100 kV Circuit 1,2016-09-06 17:00:00,2016-09-09 17:00:00,planned
Wallace - Cal Poy 138 kV Line 1,2016-09-07 17:00:00,2016-09-09 17:00:00,planned
Brier - Andrew York & 138 kV Line 1,2016-09-02 17:00:00,2016-09-09 17:00:00,planned
Dexter - Broomfield 100 kV Line 1,2016-09-04 17:00:00,2016-09-08 17:00:00,planned
Trienda - Solemint 100 kV Ckt 2,2016-08-30 17:00:00,2016-09-18 17:00:00,planned
Invr Hills - Derby Substation 345 kV Cir. 1,2016-09-01 17:00:00,2016-09-08 17:00:00,planned
Wood Acres - Richburg 138 kV Line 1,2016-08-31 17:00:00,2016-09-12 17:00:00,planned
Maclean - Cross Reactors 100 kV Circuit 1,2016-08-30 17:00:00,2016-08-31 17:00:00,planned
Montville - Morgan Energy Center 138 kV #1,2016-09-01 17:00:00,2016-09-19 17:00:00,planned
Grand Ridge Battery Projects - Bonners Ferry 100 kV Cir. 1,2016-09-02 17:00:00,2016-09-09 17:00:00,planned
Aldrich - Rec Harmony 100 kV Ckt 1,2016-09-06 17:00:00,2016-09-13 17:00:00,planned
Sicamous - State St 100 kV Circuit 1,2016-08-31 17:00:00,2016-09-20 17:00:00,planned
Brookdale - Prospect Hts 100 kV #1,2016-09-07 17:00:00,2016-09-12 17:00:00,planned
Spartanburg Water System - West Dover 100 kV Circuit 1,2016-09-01 17:00:00,2016-09-20 17:00:00,planned
South Hall - Deep Springs 100 kV line,2016-09-04 17:00:00,2016-09-09 17:00:00,planned
E Hartford - Roseton 138 kV Ckt 1,2016-09-02 17:00:00,2016-09-10 17:00:00,planned
Middletown - Marcus Hook Energy Lp 138 kV Ckt 1,2016-09-03 17:00:00,2016-09-12 17:00:00,planned
Wilkens - Tyhee 138 kV,2016-09-04 17:00:00,2016-09-12 17:00:00,planned
Ft Payne Primary - Little Rock Roland Rd 138 kV Cir. 1,2016-09-07 17:00:00,2016-09-09 17:00:00,planned
Fishers Rd - Houghton 138 kV Cir. 1,2016-09-01 17:00:00,2016-09-13 17:00:00,planned
County Line - Jefferies Station 138 kV,2016-09-05 17:00:00,2016-09-21 17:00:00,planned
Pearl - Odin 138 kV Line 1,2016-09-05 17:00:00,2016-09-17 17:00:00,planned
Floyds Knobs - Richard Gorsuch 138 kV,2016-09-01 17:00:00,2016-09-10 17:00:00,planned
Maguire Rd - West Sparta 100 kV Circuit 1,2016-08-30 17:00:00,2016-09-08 17:00:00,planned
Ramey Field 2 7006 - Winfield 138 kV #1,2016-09-02 17:00:00,2016-09-13 17:00:00,planned
Montrose - Johnsevier 138 kV Line 1,2016-08-30 17:00:00,2016-09-06 17:00:00,planned
Columbus Denois Crk - Nasa 138 kV Ckt 1,2016-09-06 17:00:00,2016-09-17 17:00:00,planned
Enon - Sangar 230 kV Ckt 1,2016-09-02 17:00:00,2016-09-15 17:00:00,planned
Fuller - Cooley 138 kV Cir. 1,2016-10-15 17:00:00,2016-10-16 17:00:00,planned
Commonwealth Edison Des Plaines 2 - Mejia 100 kV,2016-10-11 17:00:00,2016-10-14 17:00:00,planned
Federalgen Tap - Southbend 138 kV #1,2016-10-15 17:00:00,2016-11-01 17:00:00,planned
Oakdale Power Station Substation - Novec Country Club 138 kV Cir. 1,2016-10-17 17:00:00,2016-10-24 17:00:00,planned
Pinto Vly - Summer Street 100 kV L,2016-10-12 17:00:00,2016-10-16 17:00:00,planned
Butternut - Willow 138 kV Ckt 1,2016-10-18 17:00:00,2016-11-07 17:00:00,planned
W. El Camino-15 Substation - Deltona 100 kV,2016-10-15 17:00:00,2016-10-31 17:00:00,planned
Harden Substation - Marion 138 kV,2016-10-12 17:00:00,2016-10-16 17:00:00,planned
Sunrise - Tellride 100 kV Cir. 1,2016-10-13 17:00:00,2016-10-26 17:00:00,planned
Coyote Point Substation - Larson St Substation 230 kV #1,2016-10-14 17:00:00,2016-10-27 17:00:00,planned
South Texa - Glen Lyn 138 kV Ckt 1,2016-10-17 17:00:00,2016-11-01 17:00:00,planned
East Sanger Substation - Lost Hills 100 kV Cir. 1,2016-10-11 17:00:00,2016-10-12 17:00:00,planned
Jamestown - Beardsley Tap 138 kV Line 1,2016-10-11 17:00:00,2016-10-29 17:00:00,planned
Cypress-Manzanita - Brush 100 kV,2016-10-14 17:00:00,2016-10-29 17:00:00,planned
Parr Gt - Oak Ridge 100 kV Ckt 1,2016-10-18 17:00:00,2016-11-07 17:00:00,planned
Wesbasin Substation - Tenaya-Northgate 138 kV,2016-10-19 17:00:00,2016-10-30 17:00:00,planned
Toketee - Oahe 100 kV Circuit 1,2016-10-15 17:00:00,2016-10-20 17:00:00,planned
Brownsville Indl.Pk - Sugarcreek 230 kV Line 1,2016-10-12 17:00:00,2016-10-23 17:00:00,planned
Eureka Sta E - Sparwood 138 kV,2016-10-10 17:00:00,2016-10-28 17:00:00,planned
Rio Pecos - Lockheed 2 Tap 138 kV,2016-10-17 17:00:00,2016-10-19 17:00:00,planned
North E - Air Products 1 138 kV Cir. 1,2016-10-13 17:00:00,2016-10-17 17:00:00,planned
Ductile - Lucent 100 kV Ckt 1,2016-10-19 17:00:00,2016-10-21 17:00:00,planned
Dobbins - N Bellevue 138 kV Line 1,2016-10-17 17:00:00,2016-10-21 17:00:00,planned
Cabot - Gallagher Rd Substation 138 kV Ckt 1,2016-10-11 17:00:00,2016-10-31 17:00:00,planned
Woodsdale - Salt Wells 100 kV Line,2016-10-15 17:00:00,2016-10-30 17:00:00,planned
Sicamous - State T Substation 100 kV line,2016-10-11 17:00:00,2016-10-26 17:00:00,planned
Burke Mtn - Columbia Hills 100 kV,2016-10-11 17:00:00,2016-10-28 17:00:00,planned
Cavanaugh Substation - Indian Springs 138 kV Ckt 1,2016-10-10 17:00:00,2016-10-14 17:00:00,planned
Salinas Urbano Substation - Olinda 100 kV,2016-10-15 17:00:00,2016-10-18 17:00:00,planned
Scott St - Baily 138 kV,2016-10-18 17:00:00,2016-10-20 17:00:00,planned
Walton Discover Power Facility - Cuyamungue Tap Jmec 138 kV Circuit 1,2016-10-19 17:00:00,2016-10-27 17:00:00,planned
Talenenergy Martins Creek Llc Williamsport - Kalamazoo-San Juan 500 kV,2016-10-16 17:00:00,2016-10-17 17:00:00,planned
Tinley Park - Memphis Jct 100 kV #1,2016-10-10 17:00:00,2016-10-13 17:00:00,planned
Batavia Power Plant - Ragland 345 kV,2016-10-17 17:00:00,2016-10-31 17:00:00,planned
Coitsville - Jackson 138 kV Circuit 1,2016-10-19 17:00:00,2016-10-29 17:00:00,planned
Chalenge - Elizabeth Lake Substation 138 kV Ckt 1,2016-10-13 17:00:00,2016-10-25 17:00:00,planned
Mackay - Sisk 138 kV Line 1,2016-10-12 17:00:00,2016-10-14 17:00:00,planned
Lake Blaine - Parks 138 kV Circuit 1,2016-10-10 17:00:00,2016-10-19 17:00:00,planned
Philadlephia - Southside 100 kV L,2016-10-13 17:00:00,2016-10-14 17:00:00,planned
Eklutna - Kimball Rd Substation 100 kV Circuit 1,2016-10-12 17:00:00,2016-10-22 17:00:00,planned
Thorofre - Jefferson Tap 138 kV Circuit 1,2016-10-13 17:00:00,2016-10-29 17:00:00,planned
Rancho Seco - Los Ositos 100 kV,2016-10-14 17:00:00,2016-10-24 17:00:00,planned
Wingate - A East Term 230 kV Ckt 1,2016-10-12 17:00:00,2016-10-23 17:00:00,planned
East Amsterdam - South Princeton 138 kV Line 1,2016-10-13 17:00:00,2016-10-17 17:00:00,planned
Morganton Station 5 Substation - Mi-Wuk 100 kV Ckt 2,2016-10-11 17:00:00,2016-10-29 17:00:00,planned
Biglow Canyon Substation - Amelia 1803 138 kV #1,2016-10-19 17:00:00,2016-10-31 17:00:00,planned
Prevost - Aiyansh Substation 100 kV Line 2,2016-10-16 17:00:00,2016-10-30 17:00:00,planned
Century - Oakley 138 kV,2016-10-14 17:00:00,2016-10-15 17:00:00,planned
Guilbeau Electric - Grove Street 230 kV Circuit 1,2016-10-16 17:00:00,2016-11-01 17:00:00,planned
Shullsbug - Enron 138 kV Ckt 1,2016-10-17 17:00:00,2016-10-31 17:00:00,planned
W Plano Substation - Velasco 100 kV,2016-10-12 17:00:00,2016-10-25 17:00:00,planned
Bethelboro - Pratt 2 138 kV #1,2016-10-10 17:00:00,2016-10-25 17:00:00,planned
Mahoning - Pueblo 138 kV #1,2016-10-10 17:00:00,2016-10-11 17:00:00,planned
Chilhowee - Portal 138 kV,2016-10-11 17:00:00,2016-10-22 17:00:00,planned
Blue Racr - Muskogee 100 kV Ckt 1,2016-10-16 17:00:00,2016-10-26 17:00:00,planned
U.T.S.A - Grand Ronde 138 kV Cir. 1,2016-10-16 17:00:00,2016-11-02 17:00:00,planned
Redmond Substation - Niland 100 kV line,2016-10-11 17:00:00,2016-10-24 17:00:00,planned
Yorba Linda - Belle Vista 100 kV,2016-10-18 17:00:00,2016-11-05 17:00:00,planned
Richardson - Coachella City 138 kV Circuit 3,2016-10-11 17:00:00,2016-10-20 17:00:00,planned
Mittry Substation - Masspower 100 kV #1,2016-10-15 17:00:00,2016-11-03 17:00:00,planned
Camp Springs - De Zavala Road 138 kV #1,2016-10-17 17:00:00,2016-11-06 17:00:00,planned
Oak Hall - George Dickie 138 kV Circuit 1,2016-10-12 17:00:00,2016-10-25 17:00:00,planned
Gould - Mt.Pleasant 230 kV line,2016-10-12 17:00:00,2016-10-16 17:00:00,planned
Sperryville - Thalmann Substation 138 kV Circuit 1,2016-10-14 17:00:00,2016-10-24 17:00:00,planned
Cristianitos Substation - Welport 138 kV Ckt 1,2016-10-18 17:00:00,2016-11-05 17:00:00,planned
Barlow - Johnson Falls 138 kV Ckt 1,2016-10-13 17:00:00,2016-10-22 17:00:00,planned
Cougar - Dpc Argyle 100 kV Cir. 1,2016-10-13 17:00:00,2016-10-20 17:00:00,planned
Bellevue - Anton 138 kV Circuit 1,2016-10-16 17:00:00,2016-10-19 17:00:00,planned
Boswell - Morgan'S Corner 138 kV,2016-10-15 17:00:00,2016-10-18 17:00:00,planned
Boqueron 6702 - Amboy 138 kV,2016-10-14 17:00:00,2016-10-15 17:00:00,planned
Marys Rvier - Bay D Noc Substation 100 kV line,2016-11-15 19:00:00,2016-11-28 19:00:00,planned
Westville Substation - Geysers Tap 3 138 kV Circuit 1,2016-11-19 19:00:00,2016-12-01 19:00:00,planned
Pilgrim - Niceville 138 kV Line,2016-11-20 19:00:00,2016-12-09 19:00:00,planned
Gates - Oswego 100 kV Line 1,2016-11-17 19:00:00,2016-11-18 19:00:00,planned
San Andres - Eastshore 100 kV Cir. 2,2016-11-14 19:00:00,2016-11-27 19:00:00,planned
Dean Drive Area Electric Generators - Novec Paradise 138 kV Ckt 1,2016-11-14 19:00:00,2016-11-22 19:00:00,planned
Woodchuck - Crown 100 kV Line,2016-11-12 19:00:00,2016-11-24 19:00:00,planned
Sollers Warf - Port Wing 138 kV line,2016-11-17 19:00:00,2016-11-27 19:00:00,planned
Shannon - Trisonic 138 kV Ckt 1,2016-11-19 19:00:00,2016-12-01 19:00:00,planned
Ioco - Thayer N 100 kV line,2016-11-15 19:00:00,2016-11-16 19:00:00,planned
Glory Rd - Portland Sta 500 kV,2016-11-16 19:00:00,2016-11-28 19:00:00,planned
Berthoud - Camas 138 kV #1,2016-11-12 19:00:00,2016-11-15 19:00:00,planned
Matteson - Burnett 11514 Kv 100 kV #1,2016-11-21 19:00:00,2016-12-09 19:00:00,planned
Brandy Branch - Nugget 138 kV Line,2016-11-20 19:00:00,2016-12-01 19:00:00,planned
New Hanover County Wastec - W Yates Tap 138 kV L,2016-11-20 19:00:00,2016-12-01 19:00:00,planned
Felton - Young Rw 100 kV Ckt 1,2016-11-13 19:00:00,2016-11-24 19:00:00,planned
Pana - Merchandise 138 kV #1,2016-11-13 19:00:00,2016-11-15 19:00:00,planned
Benton - Wilkins Slough 138 kV,2016-11-21 19:00:00,2016-11-27 19:00:00,planned
Stumpy Lake - Green Run Substation 138 kV Cir. 1,2016-11-21 19:00:00,2016-12-02 19:00:00,planned
Big Timber Auto - Fall Creek Substation 100 kV,2016-11-21 19:00:00,2016-11-24 19:00:00,planned
Burleson - Gansner 100 kV Ckt 1,2016-11-13 19:00:00,2016-11-28 19:00:00,planned
Capitol - Slabtown 138 kV,2016-11-18 19:00:00,2016-11-21 19:00:00,planned
Lents - Eagle Eye 100 kV Cir. 1,2016-11-18 19:00:00,2016-12-08 19:00:00,planned
Bunker Tap - Culleoka Substation 138 kV L,2016-11-12 19:00:00,2016-11-29 19:00:00,planned
Delta - Warehouse Electic 138 kV,2016-11-15 19:00:00,2016-11-16 19:00:00,planned
Princeton Mn Substation - Rec Shaw 138 kV,2016-11-12 19:00:00,2016-11-15 19:00:00,planned
Fuller Tap - Hygiene 138 kV Circuit 1,2016-11-19 19:00:00,2016-12-01 19:00:00,planned
Pulpgen - Caledonia Switching Yard 138 kV #1,2016-11-14 19:00:00,2016-11-26 19:00:00,planned
Front Royal - Woodland Tap 138 kV,2016-11-12 19:00:00,2016-11-30 19:00:00,planned
Bayou Cove Peaking Power - Beaverton 138 kV Line 1,2016-11-18 19:00:00,2016-12-05 19:00:00,planned
Roanoke Rapids - South Pacheco 138 kV Line 1,2016-11-20 19:00:00,2016-11-28 19:00:00,planned
Red Mtn - Norwalk 138 kV Circuit 1,2016-11-21 19:00:00,2016-11-30 19:00:00,planned
Cascade Steel - Janson Ln 100 kV Line 3,2016-11-15 19:00:00,2016-12-02 19:00:00,planned
Ryegate Power Sta - Glencoe Substation 100 kV Line 1,2016-11-19 19:00:00,2016-11-26 19:00:00,planned
Rosemore B Substation - Gudchaux 138 kV L,2016-11-14 19:00:00,2016-11-30 19:00:00,planned
Port Ewards - Edgewood 138 kV Line 1,2016-11-14 19:00:00,2016-11-17 19:00:00,planned
Idahome - North Onroe 138 kV Ckt 1,2016-11-21 19:00:00,2016-12-06 19:00:00,planned
Seminoe - Hunt 138 kV Ckt 1,2016-11-21 19:00:00,2016-11-23 19:00:00,planned
Nexen Chemicals - Everett 345 kV Line 1,2016-11-12 19:00:00,2016-11-17 19:00:00,planned
Diamond Bar - Grayson 138 kV Cir. 2,2016-11-21 19:00:00,2016-12-02 19:00:00,planned
Mayfield - Stinson 100 kV Line 1,2016-11-17 19:00:00,2016-11-18 19:00:00,planned
Sperryville - Gl Dairy Biogas 138 kV Cir. 1,2016-11-21 19:00:00,2016-12-06 19:00:00,planned
Gillette - Mc Mullin 138 kV Ckt 1,2016-11-20 19:00:00,2016-12-01 19:00:00,planned
Murdock Rd - Wixom 138 kV Line 1,2016-11-20 19:00:00,2016-11-30 19:00:00,planned
Frogtown - Nordheim 138 kV Cir. 1,2016-11-17 19:00:00,2016-11-23 19:00:00,planned
Coronet - Rawsonville 138 kV Cir. 1,2016-11-20 19:00:00,2016-12-05 19:00:00,planned
Villas De Castro 3013 Substation - Hospital 100 kV Line 1,2016-11-17 19:00:00,2016-11-22 19:00:00,planned
Cornell-Up - Harrisburg 138 kV Line,2016-11-14 19:00:00,2016-11-22 19:00:00,planned
Richard M Flynn - Creedmoor 138 kV Line 1,2016-11-17 19:00:00,2016-12-03 19:00:00,planned
Clear Crossing - Harkness 100 kV,2016-11-13 19:00:00,2016-12-02 19:00:00,planned
Southwestern - Groton Muni 100 kV #1,2016-11-12 19:00:00,2016-11-24 19:00:00,planned
